p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",0,1,"0,0",0,3,"0,0",0,4,"0,0",900,15:00,,0,0,0,0,0,0,0,0,2,,-4,1,5,0,2,0,0,0,2334516,2,J. POWELL,https://imagenes.feb.es/foto.aspx?c=2334516,GRUPO ALEGA CANTABRIA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1899194,6,C. TABOADA HEISKANEN,https://imagenes.feb.es/foto.aspx?c=1899194,GRUPO ALEGA CANTABRIA
0,0,"0,0",1,1,"100,0",2,4,"50,0",3,5,"60,0",1441,24:01,,0,0,0,0,3,3,3,0,1,,-2,17,4,3,0,8,1,0,841966,8,S. RODRÍGUEZ RAMOS,https://imagenes.feb.es/foto.aspx?c=841966,GRUPO ALEGA CANTABRIA
3,4,"75,0",0,1,"0,0",2,4,"50,0",2,5,"40,0",1150,19:10,,0,1,0,2,2,4,1,3,0,,4,6,0,4,1,9,0,0,2481151,9,B. LUGARINI,https://imagenes.feb.es/foto.aspx?c=2481151,GRUPO ALEGA CANTABRIA
0,0,"0,0",0,0,"0,0",0,2,"0,0",0,2,"0,0",878,14:38,,0,0,0,0,0,0,1,1,0,,-6,-4,2,0,4,0,0,1,1821694,10,G. MARTINEZ DIAZ,https://imagenes.feb.es/foto.aspx?c=1821694,GRUPO ALEGA CANTABRIA
4,5,"80,0",4,8,"50,0",0,1,"0,0",4,9,"44,4",1408,23:28,,0,1,1,1,6,7,5,1,0,,-9,16,1,7,2,12,1,0,2815820,11,J. YU,https://imagenes.feb.es/foto.aspx?c=2815820,GRUPO ALEGA CANTABRIA
1,2,"50,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",241,04:01,,0,0,0,0,0,0,1,0,0,,4,1,0,0,0,1,0,0,1676845,12,D. ALDERETE DIAZ,https://imagenes.feb.es/foto.aspx?c=1676845,GRUPO ALEGA CANTABRIA
0,0,"0,0",0,0,"0,0",1,2,"50,0",1,2,"50,0",1411,23:31,,0,1,0,0,2,2,0,3,0,,-12,2,1,2,0,3,1,0,1442713,15,P. HERNANDEZ MONTENEGRO,https://imagenes.feb.es/foto.aspx?c=1442713,GRUPO ALEGA CANTABRIA
2,2,"100,0",0,2,"0,0",1,2,"50,0",1,4,"25,0",577,09:37,,0,0,0,0,3,3,2,0,0,,5,7,1,3,1,5,0,0,2815518,23,C. LUTETE IV,https://imagenes.feb.es/foto.aspx?c=2815518,GRUPO ALEGA CANTABRIA
2,5,"40,0",5,5,"100,0",3,4,"75,0",8,9,"88,9",1722,28:42,,1,0,1,0,2,2,4,1,4,,15,27,3,2,3,21,1,0,2820629,24,J. PEREZ PEREZ,https://imagenes.feb.es/foto.aspx?c=2820629,GRUPO ALEGA CANTABRIA
3,3,"100,0",8,10,"80,0",1,2,"50,0",9,12,"75,0",1471,24:31,,0,1,0,1,1,2,3,2,0,,7,21,3,2,4,22,1,0,2274998,32,R. JOHNSON JR,https://imagenes.feb.es/foto.aspx?c=2274998,GRUPO ALEGA CANTABRIA
0,0,"0,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",801,13:21,,0,0,0,0,4,4,1,1,0,,13,4,0,4,2,2,0,0,2446696,34,G. KANDE KIELI,https://imagenes.feb.es/foto.aspx?c=2446696,GRUPO ALEGA CANTABRIA
0,0,"0,0",1,1,"100,0",4,6,"66,7",5,7,"71,4",1947,32:27,,0,0,0,1,8,9,1,0,0,,5,21,1,9,2,14,1,0,1715117,00,E. VICEDO AYALA,https://imagenes.feb.es/foto.aspx?c=1715117,HESTIA MENORCA
0,0,"0,0",1,2,"50,0",0,2,"0,0",1,4,"25,0",778,12:58,,1,0,0,0,0,0,0,0,0,,0,0,2,0,2,2,0,0,2785180,1,J. CONE,https://imagenes.feb.es/foto.aspx?c=2785180,HESTIA MENORCA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",453,07:33,,0,0,0,0,0,0,0,0,1,,-8,0,0,0,1,0,0,0,2820270,3,N. GALETTE,https://imagenes.feb.es/foto.aspx?c=2820270,HESTIA MENORCA
