p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
2,5,"40,0",2,3,"66,7",0,0,"0,0",2,3,"66,7",802,13:22,,0,0,0,2,1,3,3,0,2,,6,9,1,3,2,6,0,0,1869378,3,U. MENDICOTE RUBIO,https://imagenes.feb.es/foto.aspx?c=1869378,HLA ALICANTE
0,0,"0,0",1,2,"50,0",1,3,"33,3",2,5,"40,0",1083,18:03,,0,1,0,1,2,3,5,1,0,,12,10,4,3,3,5,0,0,2787126,4,S. CECCARDI,https://imagenes.feb.es/foto.aspx?c=2787126,HLA ALICANTE
4,4,"100,0",1,2,"50,0",1,2,"50,0",2,4,"50,0",1504,25:04,,0,0,0,0,4,4,2,2,3,,16,18,5,4,1,9,0,0,2734619,8,J. MWEMA,https://imagenes.feb.es/foto.aspx?c=2734619,HLA ALICANTE
6,6,"100,0",0,4,"0,0",1,4,"25,0",1,8,"12,5",1462,24:22,,0,0,0,0,5,5,7,3,0,,-2,15,5,5,1,9,1,0,2863973,10,E. POLANCO TAVAREZ,https://imagenes.feb.es/foto.aspx?c=2863973,HLA ALICANTE
1,2,"50,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",596,09:56,,1,0,0,0,2,2,1,2,0,,-4,0,0,2,2,1,0,0,2818653,12,B. COULIBALY,https://imagenes.feb.es/foto.aspx?c=2818653,HLA ALICANTE
11,13,"84,6",4,10,"40,0",0,4,"0,0",4,14,"28,6",1668,27:48,,1,0,0,3,2,5,6,1,1,,17,20,2,5,1,19,1,1,2433482,13,K. LARSEN,https://imagenes.feb.es/foto.aspx?c=2433482,HLA ALICANTE
0,0,"0,0",2,2,"100,0",1,1,"100,0",3,3,"100,0",759,12:39,,1,0,1,0,1,1,0,0,0,,-6,9,0,1,0,7,0,0,1997161,14,I. TAMBA VILLEN,https://imagenes.feb.es/foto.aspx?c=1997161,HLA ALICANTE
0,0,"0,0",1,2,"50,0",0,2,"0,0",1,4,"25,0",801,13:21,,0,0,0,0,4,4,1,0,0,,-8,3,0,4,1,2,1,0,2836470,15,T. RICHARDSON,https://imagenes.feb.es/foto.aspx?c=2836470,HLA ALICANTE
0,0,"0,0",1,2,"50,0",2,4,"50,0",3,6,"50,0",1191,19:51,,0,0,0,1,1,2,0,1,0,,3,4,2,2,4,8,0,0,1676991,21,A. JORDA RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1676991,HLA ALICANTE
0,0,"0,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",615,10:15,,0,0,0,0,4,4,0,0,0,,0,5,0,4,1,2,1,0,2817123,23,D. GEU,https://imagenes.feb.es/foto.aspx?c=2817123,HLA ALICANTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",162,02:42,,0,0,0,0,0,0,0,1,0,,-6,-2,0,0,1,0,0,0,1381662,24,S. LLORENTE PAZ,https://imagenes.feb.es/foto.aspx?c=1381662,HLA ALICANTE
0,0,"0,0",2,7,"28,6",2,3,"66,7",4,10,"40,0",1357,22:37,,0,0,0,0,2,2,1,0,0,,7,5,1,2,3,10,1,0,1285873,33,M. TORRES CUEVAS,https://imagenes.feb.es/foto.aspx?c=1285873,HLA ALICANTE
0,0,"0,0",1,1,"100,0",4,5,"80,0",5,6,"83,3",878,14:38,,0,0,0,0,1,1,0,1,1,,-2,10,0,1,4,14,0,0,1878729,0,J. GODSPOWER JOHNSON,https://imagenes.feb.es/foto.aspx?c=1878729,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,3,"0,0",1,2,"50,0",1,5,"20,0",806,13:26,,0,0,0,0,1,1,1,2,1,,-6,-3,0,1,3,3,0,0,2864599,3,J. EZQUERRA TRELLES,https://imagenes.feb.es/foto.aspx?c=2864599,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",1,5,"20,0",0,1,"0,0",1,6,"16,7",731,12:11,,1,1,0,2,2,4,2,0,0,,5,3,0,4,1,2,0,0,2865599,6,J. BERGSTEDT,https://imagenes.feb.es/foto.aspx?c=2865599,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",3,6,"50,0",1,2,"50,0",4,8,"50,0",1187,19:47,,0,1,0,2,6,8,2,1,1,,1,10,0,8,5,9,0,0,1677841,7,P. CORDOBA MURO,https://imagenes.feb.es/foto.aspx?c=1677841,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,5,"0,0",3,6,"50,0",3,11,"27,3",1375,22:55,,0,0,0,2,11,13,1,3,1,,0,16,3,13,0,9,1,0,1382710,9,I. CRUZ UCEDA,https://imagenes.feb.es/foto.aspx?c=1382710,MELILLA CIUDAD DEL DEPORTE
1,1,"100,0",5,6,"83,3",1,7,"14,3",6,13,"46,2",1766,29:26,,0,0,0,1,1,2,1,0,1,,4,11,1,2,1,14,1,0,2532075,10,N. HOOVER,https://imagenes.feb.es/foto.aspx?c=2532075,MELILLA CIUDAD DEL DEPORTE
2,2,"100,0",2,2,"100,0",1,2,"50,0",3,4,"75,0",1220,20:20,,0,0,0,2,0,2,2,0,0,,-15,12,1,2,1,9,0,0,1373532,13,S. RODRIGUEZ FEBLES,https://imagenes.feb.es/foto.aspx?c=1373532,MELILLA CIUDAD DEL DEPORTE
2,2,"100,0",0,4,"0,0",0,0,"0,0",0,4,"0,0",791,13:11,,0,0,0,2,1,3,1,0,0,,-10,-2,0,3,4,2,1,0,2647156,21,L. DEBAUT,https://imagenes.feb.es/foto.aspx?c=2647156,MELILLA CIUDAD DEL DEPORTE
0,2,"0,0",1,3,"33,3",2,6,"33,3",3,9,"33,3",1386,23:06,,0,0,0,2,1,3,5,4,0,,3,5,4,3,3,8,1,1,1251001,22,C. DIAZ RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1251001,MELILLA CIUDAD DEL DEPORTE
1,2,"50,0",0,2,"0,0",0,4,"0,0",0,6,"0,0",1147,19:07,,0,1,0,2,1,3,3,1,0,,-6,-1,2,3,2,1,1,0,2866764,24,M. CAICEDO SANCHEZ,https://imagenes.feb.es/foto.aspx?c=2866764,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2734242,33,M. STILMA,https://imagenes.feb.es/foto.aspx?c=2734242,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,2,"0,0",0,1,"0,0",0,3,"0,0",713,11:53,,0,0,0,0,1,1,2,1,1,,-9,-2,1,1,3,0,0,0,1978541,44,J. GARCIA SANCHEZ,https://imagenes.feb.es/foto.aspx?c=1978541,MELILLA CIUDAD DEL DEPORTE
