p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
1,2,"50,0",1,3,"33,3",0,4,"0,0",1,7,"14,3",1088,18:08,,0,0,0,0,3,3,3,1,0,,-3,0,3,3,4,3,0,0,2334516,2,J. POWELL,https://imagenes.feb.es/foto.aspx?c=2334516,GRUPO ALEGA CANTABRIA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",147,02:27,,0,0,0,0,0,0,0,0,0,,0,-2,0,0,2,0,0,0,1899194,6,C. TABOADA HEISKANEN,https://imagenes.feb.es/foto.aspx?c=1899194,GRUPO ALEGA CANTABRIA
4,6,"66,7",3,5,"60,0",2,5,"40,0",5,10,"50,0",1674,27:54,,0,0,1,4,2,6,4,0,0,,8,19,2,6,2,16,1,0,841966,8,S. RODRÍGUEZ RAMOS,https://imagenes.feb.es/foto.aspx?c=841966,GRUPO ALEGA CANTABRIA
0,1,"0,0",1,3,"33,3",1,3,"33,3",2,6,"33,3",988,16:28,,0,0,0,0,2,2,3,2,0,,-4,2,1,2,2,5,0,1,1821694,10,G. MARTINEZ DIAZ,https://imagenes.feb.es/foto.aspx?c=1821694,GRUPO ALEGA CANTABRIA
0,0,"0,0",0,2,"0,0",0,0,"0,0",0,2,"0,0",1281,21:21,,2,0,0,0,3,3,0,4,0,,-3,-3,0,3,2,0,0,0,2815820,11,J. YU,https://imagenes.feb.es/foto.aspx?c=2815820,GRUPO ALEGA CANTABRIA
0,0,"0,0",0,1,"0,0",4,5,"80,0",4,6,"66,7",1607,26:47,,0,0,0,1,0,1,0,0,1,,-8,11,0,1,1,12,1,0,1442713,15,P. HERNANDEZ MONTENEGRO,https://imagenes.feb.es/foto.aspx?c=1442713,GRUPO ALEGA CANTABRIA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2173109,21,B. DE LA LLAMA RUIZ,https://imagenes.feb.es/foto.aspx?c=2173109,GRUPO ALEGA CANTABRIA
2,3,"66,7",4,6,"66,7",1,1,"100,0",5,7,"71,4",1172,19:32,,0,0,0,0,3,3,2,1,2,,7,19,3,3,0,13,0,0,2815518,23,C. LUTETE IV,https://imagenes.feb.es/foto.aspx?c=2815518,GRUPO ALEGA CANTABRIA
6,7,"85,7",3,5,"60,0",2,5,"40,0",5,10,"50,0",1662,27:42,,0,0,0,0,4,4,8,1,2,,-20,22,1,4,4,18,1,0,2820629,24,J. PEREZ PEREZ,https://imagenes.feb.es/foto.aspx?c=2820629,GRUPO ALEGA CANTABRIA
0,0,"0,0",2,5,"40,0",2,3,"66,7",4,8,"50,0",1262,21:02,,0,0,0,0,0,0,0,3,0,,-8,3,4,0,4,10,1,0,2274998,32,R. JOHNSON JR,https://imagenes.feb.es/foto.aspx?c=2274998,GRUPO ALEGA CANTABRIA
1,1,"100,0",3,3,"100,0",0,0,"0,0",3,3,"100,0",1119,18:39,,3,0,1,0,4,4,1,2,0,,-4,11,0,4,2,7,1,0,2446696,34,G. KANDE KIELI,https://imagenes.feb.es/foto.aspx?c=2446696,GRUPO ALEGA CANTABRIA
0,0,"0,0",4,9,"44,4",1,3,"33,3",5,12,"41,7",1521,25:21,,0,1,0,0,1,1,1,0,0,,-3,5,2,1,3,11,1,0,2814904,5,M. JACKSON,https://imagenes.feb.es/foto.aspx?c=2814904,GRUPO URETA TIZONA BURGOS
5,6,"83,3",2,4,"50,0",3,4,"75,0",5,8,"62,5",1162,19:22,,0,1,0,1,2,3,4,5,0,,-10,15,1,3,2,18,1,0,2814906,8,F. TERINS,https://imagenes.feb.es/foto.aspx?c=2814906,GRUPO URETA TIZONA BURGOS
4,4,"100,0",4,11,"36,4",0,4,"0,0",4,15,"26,7",1283,21:23,,0,1,1,5,3,8,3,1,1,,-15,11,1,8,2,12,1,0,1787348,10,A. PARRADO CALABRIA,https://imagenes.feb.es/foto.aspx?c=1787348,GRUPO URETA TIZONA BURGOS
2,3,"66,7",3,3,"100,0",0,1,"0,0",3,4,"75,0",1682,28:02,,0,0,0,4,1,5,3,1,0,,9,13,3,5,3,8,1,0,1572466,13,R. VILA SOLEY,https://imagenes.feb.es/foto.aspx?c=1572466,GRUPO URETA TIZONA BURGOS
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1808439,21,G. GIL GARCIA,https://imagenes.feb.es/foto.aspx?c=1808439,GRUPO URETA TIZONA BURGOS
