num,text,team,time,deleted,scoreA,scoreB,quarter,logo,idPlayer,idLicense,idTeam,action,logParam1,logParam2,logParam3,logParam4,logParam5,logParam6,logParam7,logParam8,logParam9,logParam10,Position
480,Fin del Cuarto 4,,00:00,,,,4,,,,,period,4,1,,,,,,,,,
479,(MELILLA CIUDAD DEL DEPORTE) P. CORDOBA MURO: TIRO DE 3 FALLADO,2,00:10,,,,4,https://imagenes.feb.es/foto.aspx?c=1677841,1677841,10901291,979769,shoot,00000000-0000-0002-0000-000002486310,10901291,,0,1,3,,7,,,28.490833847214496|13.86429871154133
478,(MELILLA CIUDAD DEL DEPORTE) C. DIAZ RODRIGUEZ: REBOTE (Rebotes: 2),2,00:10,,,,4,https://imagenes.feb.es/foto.aspx?c=1251001,1251001,10901300,979769,rebound,00000000-0000-0002-0000-000002486310,10901300,,,,,,,,,
477,(MELILLA CIUDAD DEL DEPORTE) P. CORDOBA MURO: TIRO DE 1 FALLADO,2,00:10,,,,4,https://imagenes.feb.es/foto.aspx?c=1677841,1677841,10901291,979769,fthrow,00000000-0000-0002-0000-000002486310,10901291,1,0,,1,0,,,,
476,(MELILLA CIUDAD DEL DEPORTE) P. CORDOBA MURO: TIRO DE 1 ANOTADO (Puntos: 6),2,00:10,,76,72,4,https://imagenes.feb.es/foto.aspx?c=1677841,1677841,10901291,979769,fthrow,00000000-0000-0002-0000-000002486310,10901291,0,1,,1,0,,,,
475,(GRUPO ALEGA CANTABRIA) G. MARTINEZ DIAZ: Sustitución (Sale de pista),1,00:10,,,,4,https://imagenes.feb.es/foto.aspx?c=1821694,1821694,10888445,979907,subst,00000000-0000-0001-0000-000002486310,10888445,,,,,,,,,
474,(GRUPO ALEGA CANTABRIA) J. YU: Sustitución (Entra a pista),1,00:10,,,,4,https://imagenes.feb.es/foto.aspx?c=2815820,2815820,10888450,979907,subst,00000000-0000-0001-0000-000002486310,,10888450,,,,,,,,
473,(GRUPO ALEGA CANTABRIA) G. MARTINEZ DIAZ: FALTA Personal (Faltas: 5. Faltas de equipo: 22). Tiros libres: 2,1,00:10,,,,4,https://imagenes.feb.es/foto.aspx?c=1821694,1821694,10888445,979907,foul,00000000-0000-0001-0000-000002486310,10888445,1,10901291,1,2,0,,,1,
472,(GRUPO ALEGA CANTABRIA) J. POWELL: TIRO DE 2 ANOTADO (Puntos: 9),1,00:10,,76,71,4,https://imagenes.feb.es/foto.aspx?c=2334516,2334516,10888451,979907,shoot,00000000-0000-0001-0000-000002486310,10888451,,1,1,2,1,26,,,88.22285098190956|52.306214129135185
471,(GRUPO ALEGA CANTABRIA) J. POWELL: ROBO (Robos: 4),1,00:10,,,,4,https://imagenes.feb.es/foto.aspx?c=2334516,2334516,10888451,979907,recovery,00000000-0000-0001-0000-000002486310,10888451,,,,,,,,,
470,(MELILLA CIUDAD DEL DEPORTE) C. DIAZ RODRIGUEZ: PÉRDIDA (Pérdidas: 3),2,00:10,,,,4,https://imagenes.feb.es/foto.aspx?c=1251001,1251001,10901300,979769,lose,00000000-0000-0002-0000-000002486310,0,,10901300,,,,,,,
469,(MELILLA CIUDAD DEL DEPORTE) Tiempo muerto,2,00:12,,,,4,,,,979769,timeout,00000000-0000-0002-0000-000002486310,,,,,,,,,,
468,(GRUPO ALEGA CANTABRIA) G. MARTINEZ DIAZ: PÉRDIDA (Pérdidas: 3),1,00:12,,,,4,https://imagenes.feb.es/foto.aspx?c=1821694,1821694,10888445,979907,lose,00000000-0000-0001-0000-000002486310,0,,10888445,,,,,,,
