p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",2,4,"50,0",1,2,"50,0",3,6,"50,0",778,12:58,,0,0,0,1,2,3,0,1,0,,0,4,0,3,2,7,0,0,1878729,0,J. GODSPOWER JOHNSON,https://imagenes.feb.es/foto.aspx?c=1878729,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",3,5,"60,0",1,1,"100,0",4,6,"66,7",1670,27:50,,3,0,1,1,18,19,1,4,0,,19,26,1,19,1,9,1,0,2451278,1,D. POIRIER,https://imagenes.feb.es/foto.aspx?c=2451278,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",124,02:04,,0,0,0,0,0,0,0,0,0,,0,-1,0,0,0,0,0,0,2814862,4,S. PENO,https://imagenes.feb.es/foto.aspx?c=2814862,MELILLA CIUDAD DEL DEPORTE
8,8,"100,0",5,7,"71,4",1,3,"33,3",6,10,"60,0",1650,27:30,,0,0,0,1,2,3,6,4,0,,10,21,3,3,4,21,1,0,2819191,5,M. HERON,https://imagenes.feb.es/foto.aspx?c=2819191,MELILLA CIUDAD DEL DEPORTE
3,4,"75,0",2,2,"100,0",0,1,"0,0",2,3,"66,7",1795,29:55,,0,0,0,3,2,5,3,2,0,,3,8,0,5,3,7,1,0,1677841,7,P. CORDOBA MURO,https://imagenes.feb.es/foto.aspx?c=1677841,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",1,2,"50,0",0,1,"0,0",1,3,"33,3",859,14:19,,0,1,0,0,2,2,1,2,1,,-10,0,1,2,3,2,0,0,2734873,12,P. KRUTOUS,https://imagenes.feb.es/foto.aspx?c=2734873,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2647156,21,L. DEBAUT,https://imagenes.feb.es/foto.aspx?c=2647156,MELILLA CIUDAD DEL DEPORTE
9,10,"90,0",2,4,"50,0",2,4,"50,0",4,8,"50,0",1368,22:48,,0,0,0,2,3,5,7,1,1,,13,26,3,5,3,19,1,1,1251001,22,C. DIAZ RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1251001,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",2,5,"40,0",2,5,"40,0",4,10,"40,0",1567,26:07,,0,0,0,0,2,2,2,2,0,,8,5,2,2,3,10,1,0,2739848,23,R. STUMBRIS,https://imagenes.feb.es/foto.aspx?c=2739848,MELILLA CIUDAD DEL DEPORTE
2,3,"66,7",1,2,"50,0",0,0,"0,0",1,2,"50,0",873,14:33,,1,0,0,1,2,3,3,1,0,,-21,9,3,3,2,4,0,0,2734242,33,M. STILMA,https://imagenes.feb.es/foto.aspx?c=2734242,MELILLA CIUDAD DEL DEPORTE
1,2,"50,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",1316,21:56,,0,0,0,0,1,1,1,2,0,,3,3,4,1,0,1,0,0,1978541,44,J. GARCIA SANCHEZ,https://imagenes.feb.es/foto.aspx?c=1978541,MELILLA CIUDAD DEL DEPORTE
0,2,"0,0",3,5,"60,0",0,4,"0,0",3,9,"33,3",1198,19:58,,0,0,0,0,2,2,4,1,2,,0,0,0,2,5,6,1,0,2276415,2,A. WINTERING,https://imagenes.feb.es/foto.aspx?c=2276415,SÚPER AGROPAL PALENCIA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2186516,4,O. GOMEZ FERNANDEZ,https://imagenes.feb.es/foto.aspx?c=2186516,SÚPER AGROPAL PALENCIA
0,2,"0,0",5,6,"83,3",1,4,"25,0",6,10,"60,0",1143,19:03,,0,0,0,2,1,3,2,0,1,,-3,11,1,3,3,13,1,0,2734949,5,A. KUNKEL,https://imagenes.feb.es/foto.aspx?c=2734949,SÚPER AGROPAL PALENCIA
2,2,"100,0",3,6,"50,0",1,7,"14,3",4,13,"30,8",1336,22:16,,0,1,0,2,5,7,2,1,1,,1,10,1,7,2,11,0,0,2092465,6,T. BORG,https://imagenes.feb.es/foto.aspx?c=2092465,SÚPER AGROPAL PALENCIA
0,0,"0,0",0,0,"0,0",0,3,"0,0",0,3,"0,0",1037,17:17,,0,0,0,0,1,1,0,1,0,,-10,-2,2,1,1,0,1,0,1750421,7,X. OROZ URIA,https://imagenes.feb.es/foto.aspx?c=1750421,SÚPER AGROPAL PALENCIA
1,2,"50,0",0,0,"0,0",3,9,"33,3",3,9,"33,3",1379,22:59,,0,1,0,0,1,1,3,0,0,,0,7,2,1,2,10,0,0,2533871,8,I. JAKOVICS,https://imagenes.feb.es/foto.aspx?c=2533871,SÚPER AGROPAL PALENCIA
1,2,"50,0",1,2,"50,0",1,3,"33,3",2,5,"40,0",739,12:19,,0,0,0,2,1,3,2,0,1,,4,7,2,3,3,6,0,1,2734950,9,M. KAMBA,https://imagenes.feb.es/foto.aspx?c=2734950,SÚPER AGROPAL PALENCIA
