p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2813978,2,T. ROBERTS,https://imagenes.feb.es/foto.aspx?c=2813978,CAJA RURAL CB ZAMORA
0,0,"0,0",0,0,"0,0",2,7,"28,6",2,7,"28,6",1498,24:58,,0,0,0,0,1,1,1,2,1,,-13,2,0,1,0,6,1,0,2814246,3,C. ROGERS,https://imagenes.feb.es/foto.aspx?c=2814246,CAJA RURAL CB ZAMORA
0,0,"0,0",1,1,"100,0",0,2,"0,0",1,3,"33,3",711,11:51,,0,0,0,0,1,1,0,0,0,,-2,-2,1,1,4,2,0,1,2335424,4,J. ROUND,https://imagenes.feb.es/foto.aspx?c=2335424,CAJA RURAL CB ZAMORA
2,2,"100,0",2,6,"33,3",3,7,"42,9",5,13,"38,5",1353,22:33,,0,0,0,0,3,3,6,2,0,,-9,15,3,3,2,15,0,0,1702420,9,J. PERIS CRESPO,https://imagenes.feb.es/foto.aspx?c=1702420,CAJA RURAL CB ZAMORA
3,4,"75,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",1001,16:41,,0,0,0,1,2,3,2,2,0,,-4,5,2,3,1,3,0,0,1890908,13,A. MARTINEZ CLARIANA,https://imagenes.feb.es/foto.aspx?c=1890908,CAJA RURAL CB ZAMORA
0,0,"0,0",0,1,"0,0",0,0,"0,0",0,1,"0,0",812,13:32,,0,0,0,0,1,1,0,0,0,,-12,-4,1,1,5,0,0,0,2819218,14,D. KRISTENSEN,https://imagenes.feb.es/foto.aspx?c=2819218,CAJA RURAL CB ZAMORA
3,3,"100,0",3,8,"37,5",0,0,"0,0",3,8,"37,5",1527,25:27,,0,0,0,0,4,4,4,1,0,,0,10,0,4,1,9,1,0,2432888,15,O. LO       ,https://imagenes.feb.es/foto.aspx?c=2432888,CAJA RURAL CB ZAMORA
3,4,"75,0",0,1,"0,0",0,1,"0,0",0,2,"0,0",1211,20:11,,1,0,0,0,2,2,2,4,1,,-3,2,2,2,2,3,1,0,1947677,17,T. NASPLER PERAIRE,https://imagenes.feb.es/foto.aspx?c=1947677,CAJA RURAL CB ZAMORA
0,0,"0,0",3,6,"50,0",0,0,"0,0",3,6,"50,0",1298,21:38,,0,0,1,1,2,3,2,4,1,,-10,5,1,3,1,6,0,0,2335179,21,J. VAN ZEGEREN,https://imagenes.feb.es/foto.aspx?c=2335179,CAJA RURAL CB ZAMORA
2,2,"100,0",6,7,"85,7",0,0,"0,0",6,7,"85,7",1508,25:08,,1,0,1,0,4,4,2,1,2,,-5,19,1,4,3,14,1,0,2814245,34,S. THRASTARSON,https://imagenes.feb.es/foto.aspx?c=2814245,CAJA RURAL CB ZAMORA
3,4,"75,0",4,8,"50,0",0,0,"0,0",4,8,"50,0",1081,18:01,,1,0,1,7,1,8,3,2,0,,-2,16,0,8,0,11,1,0,2334629,55,J. PAUKSTÈ,https://imagenes.feb.es/foto.aspx?c=2334629,CAJA RURAL CB ZAMORA
