p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",4,6,"66,7",1,3,"33,3",5,9,"55,6",1193,19:53,,0,0,0,2,4,6,0,1,1,,0,10,0,6,3,11,0,0,1715117,0,E. VICEDO AYALA,https://imagenes.feb.es/foto.aspx?c=1715117,HESTIA MENORCA
1,3,"33,3",2,4,"50,0",1,5,"20,0",3,9,"33,3",1228,20:28,,0,0,0,0,0,0,3,0,1,,2,5,2,0,1,8,0,0,2785180,1,J. CONE,https://imagenes.feb.es/foto.aspx?c=2785180,HESTIA MENORCA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",113,01:53,,0,0,0,0,0,0,0,1,0,,-2,-1,0,0,0,0,0,0,2339515,2,I. PONS PONS,https://imagenes.feb.es/foto.aspx?c=2339515,HESTIA MENORCA
0,0,"0,0",0,0,"0,0",2,4,"50,0",2,4,"50,0",1015,16:55,,0,0,0,1,5,6,1,0,1,,13,11,1,6,2,6,1,0,2820270,3,N. GALETTE,https://imagenes.feb.es/foto.aspx?c=2820270,HESTIA MENORCA
0,1,"0,0",3,3,"100,0",0,0,"0,0",3,3,"100,0",1288,21:28,,1,0,0,2,0,2,1,0,1,,12,10,2,2,2,6,1,0,2662856,8,F. SCHOTT,https://imagenes.feb.es/foto.aspx?c=2662856,HESTIA MENORCA
6,6,"100,0",2,2,"100,0",1,3,"33,3",3,5,"60,0",1451,24:11,,0,0,0,2,5,7,6,1,0,,14,29,10,7,4,13,1,0,2446720,10,F. ZURBRIGGEN,https://imagenes.feb.es/foto.aspx?c=2446720,HESTIA MENORCA
2,2,"100,0",3,4,"75,0",2,4,"50,0",5,8,"62,5",1502,25:02,,0,0,0,1,0,1,1,2,0,,8,13,4,1,2,14,1,0,2650859,11,S. LITTLESON,https://imagenes.feb.es/foto.aspx?c=2650859,HESTIA MENORCA
2,2,"100,0",0,3,"0,0",3,8,"37,5",3,11,"27,3",1244,20:44,,0,1,0,0,0,0,3,0,1,,7,6,1,0,2,11,1,0,1938697,13,J. LOBO MARTORELL,https://imagenes.feb.es/foto.aspx?c=1938697,HESTIA MENORCA
0,0,"0,0",0,0,"0,0",1,2,"50,0",1,2,"50,0",130,02:10,,0,0,0,0,0,0,0,1,0,,-2,2,1,0,0,3,0,0,1784407,15,P. MOLINS CALDERON,https://imagenes.feb.es/foto.aspx?c=1784407,HESTIA MENORCA
0,0,"0,0",1,2,"50,0",0,0,"0,0",1,2,"50,0",712,11:52,,0,0,0,0,1,1,2,1,0,,7,0,1,1,4,2,0,0,2702840,23,E. WEMBI,https://imagenes.feb.es/foto.aspx?c=2702840,HESTIA MENORCA
2,2,"100,0",1,3,"33,3",3,4,"75,0",4,7,"57,1",1532,25:32,,0,0,0,2,2,4,1,1,0,,18,14,1,4,1,13,0,1,1875914,55,A. SOLA IDDRISU,https://imagenes.feb.es/foto.aspx?c=1875914,HESTIA MENORCA
0,0,"0,0",1,2,"50,0",0,0,"0,0",1,2,"50,0",592,09:52,,1,0,0,1,1,2,0,2,0,,-2,-1,0,2,3,2,0,0,1382456,77,V. ARTEAGA GONZALEZ,https://imagenes.feb.es/foto.aspx?c=1382456,HESTIA MENORCA
3,3,"100,0",0,3,"0,0",2,6,"33,3",2,9,"22,2",1179,19:39,,0,0,0,1,2,3,3,2,0,,-9,7,5,3,4,9,1,0,2533643,0,H. ATENCIA SUAREZ,https://imagenes.feb.es/foto.aspx?c=2533643,PALMER BASKET MALLORCA PALMA
4,4,"100,0",3,9,"33,3",1,1,"100,0",4,10,"40,0",1553,25:53,,0,0,0,0,2,2,3,1,0,,-9,14,5,2,2,13,1,0,2850268,7,D. SANADZE,https://imagenes.feb.es/foto.aspx?c=2850268,PALMER BASKET MALLORCA PALMA
2,4,"50,0",1,2,"50,0",1,2,"50,0",2,4,"50,0",1001,16:41,,0,0,0,0,2,2,1,2,0,,-13,3,0,2,1,7,0,0,1593686,9,A. URDIAIN LABAYEN,https://imagenes.feb.es/foto.aspx?c=1593686,PALMER BASKET MALLORCA PALMA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",1207,20:07,,0,0,0,1,2,3,1,0,1,,-3,4,1,3,2,0,0,0,1759354,10,G. DIKE EGUN,https://imagenes.feb.es/foto.aspx?c=1759354,PALMER BASKET MALLORCA PALMA
0,0,"0,0",3,3,"100,0",0,0,"0,0",3,3,"100,0",697,11:37,,0,0,1,2,2,4,0,0,0,,-3,10,1,4,1,6,0,0,1591996,12,J. CARRALERO MARTIN,https://imagenes.feb.es/foto.aspx?c=1591996,PALMER BASKET MALLORCA PALMA
8,12,"66,7",1,4,"25,0",1,4,"25,0",2,8,"25,0",1541,25:41,,0,1,0,1,1,2,8,0,0,,-6,11,0,2,2,13,0,1,1688669,15,J. FELIU ESPEJO,https://imagenes.feb.es/foto.aspx?c=1688669,PALMER BASKET MALLORCA PALMA
0,0,"0,0",1,2,"50,0",1,4,"25,0",2,6,"33,3",1446,24:06,,0,1,0,1,2,3,1,2,0,,0,1,1,3,3,5,1,0,2815273,22,N. CAMACHO DE SÁ,https://imagenes.feb.es/foto.aspx?c=2815273,PALMER BASKET MALLORCA PALMA
1,2,"50,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",418,06:58,,0,0,0,1,0,1,1,0,0,,-5,4,0,1,0,3,0,0,2860169,23,J. ROBERTS,https://imagenes.feb.es/foto.aspx?c=2860169,PALMER BASKET MALLORCA PALMA
4,5,"80,0",2,4,"50,0",0,0,"0,0",2,4,"50,0",1268,21:08,,0,0,0,1,1,2,4,1,1,,-18,11,1,2,1,8,1,0,1766217,24,A. COMENDADOR FEMENIAS,https://imagenes.feb.es/foto.aspx?c=1766217,PALMER BASKET MALLORCA PALMA
