p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
3,6,"50,0",3,3,"100,0",0,0,"0,0",3,3,"100,0",1106,18:26,,0,0,0,1,6,7,4,0,2,,27,21,3,7,1,9,0,0,1869378,3,U. MENDICOTE RUBIO,https://imagenes.feb.es/foto.aspx?c=1869378,HLA ALICANTE
5,5,"100,0",4,4,"100,0",0,0,"0,0",4,4,"100,0",871,14:31,,0,0,0,0,3,3,3,1,0,,8,19,3,3,2,13,0,0,2787126,4,S. CECCARDI,https://imagenes.feb.es/foto.aspx?c=2787126,HLA ALICANTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2734619,8,J. MWEMA,https://imagenes.feb.es/foto.aspx?c=2734619,HLA ALICANTE
3,5,"60,0",4,5,"80,0",0,0,"0,0",4,5,"80,0",1029,17:09,,1,0,4,2,6,8,3,1,1,,32,19,2,8,3,11,0,0,2818653,12,B. COULIBALY,https://imagenes.feb.es/foto.aspx?c=2818653,HLA ALICANTE
4,4,"100,0",5,11,"45,5",1,2,"50,0",6,13,"46,2",1164,19:24,,0,0,0,3,0,3,3,2,2,,6,15,1,3,2,17,1,1,2433482,13,K. LARSEN,https://imagenes.feb.es/foto.aspx?c=2433482,HLA ALICANTE
2,2,"100,0",1,3,"33,3",1,1,"100,0",2,4,"50,0",538,08:58,,0,1,0,1,0,1,1,0,0,,8,7,1,1,1,7,0,0,1997161,14,I. TAMBA VILLEN,https://imagenes.feb.es/foto.aspx?c=1997161,HLA ALICANTE
1,2,"50,0",2,4,"50,0",0,2,"0,0",2,6,"33,3",1147,19:07,,0,0,0,0,4,4,2,0,0,,10,10,7,4,3,5,1,0,2836470,15,T. RICHARDSON,https://imagenes.feb.es/foto.aspx?c=2836470,HLA ALICANTE
5,5,"100,0",2,2,"100,0",3,4,"75,0",5,6,"83,3",1281,21:21,,0,0,0,0,3,3,2,0,0,,31,21,2,3,3,18,0,0,1676991,21,A. JORDA RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1676991,HLA ALICANTE
1,2,"50,0",2,5,"40,0",3,5,"60,0",5,10,"50,0",1391,23:11,,0,0,1,0,2,2,2,4,1,,13,11,4,2,2,14,1,0,2736303,22,J. WALKER,https://imagenes.feb.es/foto.aspx?c=2736303,HLA ALICANTE
1,1,"100,0",2,4,"50,0",0,2,"0,0",2,6,"33,3",1180,19:40,,1,0,0,2,4,6,2,2,0,,0,6,0,6,2,5,1,0,2817123,23,D. GEU,https://imagenes.feb.es/foto.aspx?c=2817123,HLA ALICANTE
0,0,"0,0",1,1,"100,0",2,3,"66,7",3,4,"75,0",1336,22:16,,0,0,0,0,3,3,3,2,2,,17,11,2,3,4,8,1,0,1381662,24,S. LLORENTE PAZ,https://imagenes.feb.es/foto.aspx?c=1381662,HLA ALICANTE
0,0,"0,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",957,15:57,,0,0,0,0,0,0,1,2,1,,28,2,1,0,1,2,0,0,1285873,33,M. TORRES CUEVAS,https://imagenes.feb.es/foto.aspx?c=1285873,HLA ALICANTE
3,3,"100,0",1,2,"50,0",1,5,"20,0",2,7,"28,6",1426,23:46,,0,0,0,0,1,1,3,2,2,,-21,13,9,1,3,8,1,0,2533643,0,H. ATENCIA SUAREZ,https://imagenes.feb.es/foto.aspx?c=2533643,PALMER BASKET MALLORCA PALMA
0,1,"0,0",3,6,"50,0",0,0,"0,0",3,6,"50,0",1334,22:14,,1,0,0,1,4,5,2,1,0,,-13,7,1,5,3,6,1,0,2093770,1,D. AGBELESE ,https://imagenes.feb.es/foto.aspx?c=2093770,PALMER BASKET MALLORCA PALMA
1,2,"50,0",0,3,"0,0",0,0,"0,0",0,3,"0,0",974,16:14,,0,1,0,0,0,0,1,1,0,,-15,-3,1,0,1,1,0,0,1843906,6,A. SCARIOLO ARES,https://imagenes.feb.es/foto.aspx?c=1843906,PALMER BASKET MALLORCA PALMA
2,3,"66,7",5,7,"71,4",3,6,"50,0",8,13,"61,5",1410,23:30,,0,0,0,0,2,2,3,5,0,,-21,14,2,2,3,21,1,0,2850268,7,D. SANADZE,https://imagenes.feb.es/foto.aspx?c=2850268,PALMER BASKET MALLORCA PALMA
2,2,"100,0",1,1,"100,0",1,3,"33,3",2,4,"50,0",779,12:59,,0,0,0,0,1,1,1,1,2,,-7,9,1,1,0,7,0,1,1197937,8,A. CHAPELA LAGE,https://imagenes.feb.es/foto.aspx?c=1197937,PALMER BASKET MALLORCA PALMA
2,3,"66,7",0,0,"0,0",0,3,"0,0",0,3,"0,0",994,16:34,,0,0,0,0,2,2,2,1,1,,-15,0,1,2,3,2,0,0,1593686,9,A. URDIAIN LABAYEN,https://imagenes.feb.es/foto.aspx?c=1593686,PALMER BASKET MALLORCA PALMA
