num,text,team,time,deleted,scoreA,scoreB,quarter,logo,idPlayer,idLicense,idTeam,action,logParam1,logParam2,logParam3,logParam4,logParam5,logParam6,logParam7,logParam8,logParam9,logParam10,Position
465,Fin del Cuarto 4,,00:00,,,,4,,,,,period,4,1,,,,,,,,,
464,(MOVISTAR ESTUDIANTES) J. GRANGER: REBOTE (Rebotes: 3),1,00:15,,,,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,rebound,00000000-0000-0001-0000-000002486289,10895669,,,,,,,,,
463,(HLA ALICANTE) J. MWEMA: TIRO DE 3 FALLADO,2,00:15,,,,4,https://imagenes.feb.es/foto.aspx?c=2734619,2734619,10901179,979989,shoot,00000000-0000-0002-0000-000002486289,10901179,,0,1,3,,16,,,73.29047134416862|13.180669713740944
462,(MOVISTAR ESTUDIANTES) A. GONZÁLEZ PÉREZ: Sustitución (Entra a pista),1,00:15,,,,4,https://imagenes.feb.es/foto.aspx?c=2094445,2094445,10895666,981431,subst,00000000-0000-0001-0000-000002486289,,10895666,,,,,,,,
461,(MOVISTAR ESTUDIANTES) A. BRIMAH: Sustitución (Sale de pista),1,00:15,,,,4,https://imagenes.feb.es/foto.aspx?c=2746502,2746502,10895665,981431,subst,00000000-0000-0001-0000-000002486289,10895665,,,,,,,,,
460,(HLA ALICANTE) Tiempo muerto,2,00:15,,,,4,,,,979989,timeout,00000000-0000-0002-0000-000002486289,,,,,,,,,,
459,(MOVISTAR ESTUDIANTES) J. GRANGER: TIRO DE 1 ANOTADO (Puntos: 9),1,00:15,,88,82,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,fthrow,00000000-0000-0001-0000-000002486289,10895669,1,1,,1,0,,,,
458,(MOVISTAR ESTUDIANTES) J. GRANGER: TIRO DE 1 ANOTADO (Puntos: 8),1,00:15,,87,82,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,fthrow,00000000-0000-0001-0000-000002486289,10895669,0,1,,1,0,,,,
457,(HLA ALICANTE) S. CECCARDI: FALTA Personal (Faltas: 4. Faltas de equipo: 24). Tiros libres: 2,2,00:15,,,,4,https://imagenes.feb.es/foto.aspx?c=2787126,2787126,10901178,979989,foul,00000000-0000-0002-0000-000002486289,10901178,1,10895669,1,2,0,,,1,
456,(HLA ALICANTE) M. TORRES CUEVAS: PÉRDIDA (Pérdidas: 2),2,00:15,,,,4,https://imagenes.feb.es/foto.aspx?c=1285873,1285873,10901176,979989,lose,00000000-0000-0002-0000-000002486289,0,,10901176,,,,,,,
455,(HLA ALICANTE) S. CECCARDI: REBOTE (Rebotes: 4),2,00:36,,,,4,https://imagenes.feb.es/foto.aspx?c=2787126,2787126,10901178,979989,rebound,00000000-0000-0002-0000-000002486289,10901178,,,,,,,,,
454,(MOVISTAR ESTUDIANTES) J. GRANGER: TIRO DE 3 FALLADO,1,00:36,,,,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,shoot,00000000-0000-0001-0000-000002486289,10895669,,0,1,3,,10,,,35.47646285348193|28.27583491147259
453,(MOVISTAR ESTUDIANTES) S. SALIN: REBOTE (Rebotes: 3),1,00:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2815072,2815072,10895675,981431,rebound,00000000-0000-0001-0000-000002486289,10895675,,,,,,,,,
452,(MOVISTAR ESTUDIANTES) J. GRANGER: TIRO DE 3 FALLADO,1,00:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,shoot,00000000-0000-0001-0000-000002486289,10895669,,0,1,3,,7,,,32.307692439832586|25.0681104720586
451,(MOVISTAR ESTUDIANTES) J. GRANGER: REBOTE (Rebotes: 2),1,01:05,,,,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,rebound,00000000-0000-0001-0000-000002486289,10895669,,,,,,,,,
450,(MOVISTAR ESTUDIANTES) J. GRANGER: TIRO DE 2 FALLADO,1,01:05,,,,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,shoot,00000000-0000-0001-0000-000002486289,10895669,,0,1,2,,12,,,12.555680030962053|49.78643843438193
449,(MOVISTAR ESTUDIANTES) J. GRANGER: REBOTE (Rebotes: 1),1,01:21,,,,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,rebound,00000000-0000-0001-0000-000002486289,10895669,,,,,,,,,
448,(HLA ALICANTE) S. CECCARDI: TIRO DE 3 FALLADO,2,01:21,,,,4,https://imagenes.feb.es/foto.aspx?c=2787126,2787126,10901178,979989,shoot,00000000-0000-0002-0000-000002486289,10901178,,0,1,3,,17,,,66.84730154391973|69.78752841172864
447,(HLA ALICANTE) J. WALKER: ROBO (Robos: 1),2,01:44,,,,4,https://imagenes.feb.es/foto.aspx?c=2736303,2736303,10901174,979989,recovery,00000000-0000-0002-0000-000002486289,10901174,,,,,,,,,
446,(MOVISTAR ESTUDIANTES) A. BRIMAH: PÉRDIDA (Pérdidas: 1),1,01:44,,,,4,https://imagenes.feb.es/foto.aspx?c=2746502,2746502,10895665,981431,lose,00000000-0000-0001-0000-000002486289,0,,10895665,,,,,,,
445,(MOVISTAR ESTUDIANTES) Tiempo muerto,1,02:08,,,,4,,,,981431,timeout,00000000-0000-0001-0000-000002486289,,,,,,,,,,
444,(MOVISTAR ESTUDIANTES) L. GIOVANNETTI: Sustitución (Sale de pista),1,02:08,,,,4,https://imagenes.feb.es/foto.aspx?c=2433615,2433615,10895672,981431,subst,00000000-0000-0001-0000-000002486289,10895672,,,,,,,,,
443,(MOVISTAR ESTUDIANTES) J. GRANGER: Sustitución (Entra a pista),1,02:08,,,,4,https://imagenes.feb.es/foto.aspx?c=2734234,2734234,10895669,981431,subst,00000000-0000-0001-0000-000002486289,,10895669,,,,,,,,
442,(MOVISTAR ESTUDIANTES) G. FILIPOVIC: Sustitución (Sale de pista),1,02:08,,,,4,https://imagenes.feb.es/foto.aspx?c=2524266,2524266,10895667,981431,subst,00000000-0000-0001-0000-000002486289,10895667,,,,,,,,,
441,(MOVISTAR ESTUDIANTES) P. GARINO GULLOTTA : Sustitución (Entra a pista),1,02:08,,,,4,https://imagenes.feb.es/foto.aspx?c=2275135,2275135,10895674,981431,subst,00000000-0000-0001-0000-000002486289,,10895674,,,,,,,,
440,(HLA ALICANTE) J. WALKER: TIRO DE 2 ANOTADO (Puntos: 18),2,02:17,,86,82,4,https://imagenes.feb.es/foto.aspx?c=2736303,2736303,10901174,979989,shoot,00000000-0000-0002-0000-000002486289,10901174,,1,1,2,,21,,,92.5143517719651|24.879420799151895
439,(HLA ALICANTE) J. MWEMA: REBOTE (Rebotes: 3),2,02:43,,,,4,https://imagenes.feb.es/foto.aspx?c=2734619,2734619,10901179,979989,rebound,00000000-0000-0002-0000-000002486289,10901179,,,,,,,,,
438,(MOVISTAR ESTUDIANTES) S. SALIN: TIRO DE 3 FALLADO,1,02:43,,,,4,https://imagenes.feb.es/foto.aspx?c=2815072,2815072,10895675,981431,shoot,00000000-0000-0001-0000-000002486289,10895675,,0,1,3,,3,,,31.67393578036732|88.09041325176051
437,(HLA ALICANTE) M. TORRES CUEVAS: TIRO DE 2 ANOTADO (Puntos: 8),2,03:04,,86,80,4,https://imagenes.feb.es/foto.aspx?c=1285873,1285873,10901176,979989,shoot,00000000-0000-0002-0000-000002486289,10901176,,1,1,2,,26,,,89.6624553934894|51.86202291751018
436,(HLA ALICANTE) REBOTE (Rebotes: 28),2,03:18,,,,4,,,,979989,rebound,00000000-0000-0002-0000-000002486289,,,,,,,,,,
435,(MOVISTAR ESTUDIANTES) G. FILIPOVIC: TIRO DE 2 FALLADO,1,03:18,,,,4,https://imagenes.feb.es/foto.aspx?c=2524266,2524266,10895667,981431,shoot,00000000-0000-0001-0000-000002486289,10895667,,0,1,2,,4,,,10.971294824137379|24.50204145333848
434,(MOVISTAR ESTUDIANTES) T. MC GREW: REBOTE (Rebotes: 2),1,03:18,,,,4,https://imagenes.feb.es/foto.aspx?c=2818742,2818742,10895676,981431,rebound,00000000-0000-0001-0000-000002486289,10895676,,,,,,,,,
433,(HLA ALICANTE) J. MWEMA: TIRO DE 1 FALLADO,2,03:18,,,,4,https://imagenes.feb.es/foto.aspx?c=2734619,2734619,10901179,979989,fthrow,00000000-0000-0002-0000-000002486289,10901179,1,0,,1,0,,,,
432,(HLA ALICANTE) J. MWEMA: TIRO DE 1 ANOTADO (Puntos: 13),2,03:18,,86,78,4,https://imagenes.feb.es/foto.aspx?c=2734619,2734619,10901179,979989,fthrow,00000000-0000-0002-0000-000002486289,10901179,0,1,,1,0,,,,
431,(MOVISTAR ESTUDIANTES) T. MC GREW: FALTA Personal (Faltas: 3. Faltas de equipo: 24). Tiros libres: 2,1,03:18,,,,4,https://imagenes.feb.es/foto.aspx?c=2818742,2818742,10895676,981431,foul,00000000-0000-0001-0000-000002486289,10895676,1,10901179,1,2,0,,,1,
430,(MOVISTAR ESTUDIANTES) L. NWOGBO: Sustitución (Sale de pista),1,03:32,,,,4,https://imagenes.feb.es/foto.aspx?c=2648543,2648543,10895671,981431,subst,00000000-0000-0001-0000-000002486289,10895671,,,,,,,,,
429,(MOVISTAR ESTUDIANTES) A. BRIMAH: Sustitución (Entra a pista),1,03:32,,,,4,https://imagenes.feb.es/foto.aspx?c=2746502,2746502,10895665,981431,subst,00000000-0000-0001-0000-000002486289,,10895665,,,,,,,,
428,(MOVISTAR ESTUDIANTES) L. NWOGBO: FALTA Personal (Faltas: 5. Faltas de equipo: 23). Tiros libres: 0,1,03:32,,,,4,https://imagenes.feb.es/foto.aspx?c=2648543,2648543,10895671,981431,foul,00000000-0000-0001-0000-000002486289,10895671,1,10901175,1,0,0,,,1,
427,(MOVISTAR ESTUDIANTES) G. FILIPOVIC: TIRO DE 1 ANOTADO (Puntos: 12),1,03:53,,86,77,4,https://imagenes.feb.es/foto.aspx?c=2524266,2524266,10895667,981431,fthrow,00000000-0000-0001-0000-000002486289,10895667,1,1,,1,0,,,,
426,(MOVISTAR ESTUDIANTES) G. FILIPOVIC: TIRO DE 1 ANOTADO (Puntos: 11),1,03:53,,85,77,4,https://imagenes.feb.es/foto.aspx?c=2524266,2524266,10895667,981431,fthrow,00000000-0000-0001-0000-000002486289,10895667,0,1,,1,0,,,,
425,(MOVISTAR ESTUDIANTES) J. VAULET: Sustitución (Sale de pista),1,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2818741,2818741,10895670,981431,subst,00000000-0000-0001-0000-000002486289,10895670,,,,,,,,,
424,(MOVISTAR ESTUDIANTES) L. GIOVANNETTI: Sustitución (Entra a pista),1,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2433615,2433615,10895672,981431,subst,00000000-0000-0001-0000-000002486289,,10895672,,,,,,,,
423,(MOVISTAR ESTUDIANTES) P. GARINO GULLOTTA : Sustitución (Sale de pista),1,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2275135,2275135,10895674,981431,subst,00000000-0000-0001-0000-000002486289,10895674,,,,,,,,,
422,(MOVISTAR ESTUDIANTES) T. MC GREW: Sustitución (Entra a pista),1,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2818742,2818742,10895676,981431,subst,00000000-0000-0001-0000-000002486289,,10895676,,,,,,,,
421,(HLA ALICANTE) U. MENDICOTE RUBIO: Sustitución (Sale de pista),2,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=1869378,1869378,10901177,979989,subst,00000000-0000-0002-0000-000002486289,10901177,,,,,,,,,
420,(HLA ALICANTE) S. CECCARDI: Sustitución (Entra a pista),2,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2787126,2787126,10901178,979989,subst,00000000-0000-0002-0000-000002486289,,10901178,,,,,,,,
419,(MOVISTAR ESTUDIANTES) A. BRIMAH: Sustitución (Sale de pista),1,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2746502,2746502,10895665,981431,subst,00000000-0000-0001-0000-000002486289,10895665,,,,,,,,,
418,(MOVISTAR ESTUDIANTES) L. NWOGBO: Sustitución (Entra a pista),1,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2648543,2648543,10895671,981431,subst,00000000-0000-0001-0000-000002486289,,10895671,,,,,,,,
417,(HLA ALICANTE) J. WALKER: FALTA Personal (Faltas: 4. Faltas de equipo: 23). Tiros libres: 2,2,03:53,,,,4,https://imagenes.feb.es/foto.aspx?c=2736303,2736303,10901174,979989,foul,00000000-0000-0002-0000-000002486289,10901174,1,10895667,1,2,0,,,1,
416,(HLA ALICANTE) M. TORRES CUEVAS: TIRO DE 2 ANOTADO (Puntos: 6),2,04:12,,84,77,4,https://imagenes.feb.es/foto.aspx?c=1285873,1285873,10901176,979989,shoot,00000000-0000-0002-0000-000002486289,10901176,,1,1,2,,26,,,82.90241585262585|49.59774684262972
415,(MOVISTAR ESTUDIANTES) G. FILIPOVIC: TIRO DE 2 ANOTADO (Puntos: 10),1,04:35,,84,75,4,https://imagenes.feb.es/foto.aspx?c=2524266,2524266,10895667,981431,shoot,00000000-0000-0001-0000-000002486289,10895667,,1,1,2,,12,,,10.23191455992065|58.46615187501733
414,(MOVISTAR ESTUDIANTES) S. SALIN: REBOTE (Rebotes: 2),1,04:52,,,,4,https://imagenes.feb.es/foto.aspx?c=2815072,2815072,10895675,981431,rebound,00000000-0000-0001-0000-000002486289,10895675,,,,,,,,,
413,(HLA ALICANTE) K. LARSEN: TIRO DE 3 FALLADO,2,04:52,,,,4,https://imagenes.feb.es/foto.aspx?c=2433482,2433482,10901175,979989,shoot,00000000-0000-0002-0000-000002486289,10901175,,0,1,3,,16,,,68.22043954124146|15.633635461528112
412,(HLA ALICANTE) K. LARSEN: REBOTE (Rebotes: 6),2,05:03,,,,4,https://imagenes.feb.es/foto.aspx?c=2433482,2433482,10901175,979989,rebound,00000000-0000-0002-0000-000002486289,10901175,,,,,,,,,
411,(MOVISTAR ESTUDIANTES) G. FILIPOVIC: TIRO DE 3 FALLADO,1,05:03,,,,4,https://imagenes.feb.es/foto.aspx?c=2524266,2524266,10895667,981431,shoot,00000000-0000-0001-0000-000002486289,10895667,,0,1,3,,10,,,31.14580809385226|70.73097101972564
410,(MOVISTAR ESTUDIANTES) REBOTE (Rebotes: 22),1,05:28,,,,4,,,,981431,rebound,00000000-0000-0001-0000-000002486289,,,,,,,,,,
409,(HLA ALICANTE) U. MENDICOTE RUBIO: TIRO DE 3 FALLADO,2,05:28,,,,4,https://imagenes.feb.es/foto.aspx?c=1869378,1869378,10901177,979989,shoot,00000000-0000-0002-0000-000002486289,10901177,,0,1,3,,16,,,68.43168889802389|15.067565483385243
408,(HLA ALICANTE) Tiempo muerto,2,05:50,,,,4,,,,979989,timeout,00000000-0000-0002-0000-000002486289,,,,,,,,,,
407,(MOVISTAR ESTUDIANTES) A. BRIMAH: MATE ANOTADO (Puntos: 9),1,06:01,,82,75,4,https://imagenes.feb.es/foto.aspx?c=2746502,2746502,10895665,981431,shoot,00000000-0000-0001-0000-000002486289,10895665,,1,9,2,1,12,,,9.809410478157057|45.63526946812543
406,(MOVISTAR ESTUDIANTES) P. GARINO GULLOTTA : REBOTE (Rebotes: 4),1,06:13,,,,4,https://imagenes.feb.es/foto.aspx?c=2275135,2275135,10895674,981431,rebound,00000000-0000-0001-0000-000002486289,10895674,,,,,,,,,
405,(MOVISTAR ESTUDIANTES) A. BRIMAH: TAPÓN (Tapones: 2),1,06:13,,,,4,https://imagenes.feb.es/foto.aspx?c=2746502,2746502,10895665,981431,blockshot,00000000-0000-0001-0000-000002486289,10895665,,,,,,,,,
404,(HLA ALICANTE) J. WALKER: TIRO DE 2 FALLADO,2,06:13,,,,4,https://imagenes.feb.es/foto.aspx?c=2736303,2736303,10901174,979989,shoot,00000000-0000-0002-0000-000002486289,10901174,,0,1,2,,26,,,84.59241929600326|43.937060493119574
