PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM,POSITION,POS_ORDER,ROLE_NAME,PHOTO_URL,GP,GS,MIN_PG,PTS_PG,ORB_PG,DRB_PG,TRB_PG,AST_PG,STL_PG,BLK_PG,BLKA_PG,TOV_PG,PF_PG,PFD_PG,PLUS_MINUS_PG,PIR_PG,FGM_2_PG,FGA_2_PG,FG2_PCT,FGM_3_PG,FGA_3_PG,FG3_PCT,FTM_PG,FTA_PG,FT_PCT,TS_PCT,EFG_PCT,3PAr,FTr,TOV_PCT,GMSC_PG,ROLE_EFG_PCT,ROLE_TS_PCT,ROLE_TOV_PCT,ROLE_ORB_PCT,ROLE_FTr,ROLE_USG_PCT,PTS,TRB,AST,STL,BLK,TOV,PIR,FGM_2,FGA_2,FGM_3,FGA_3,FTM,FTA,MIN_TOTAL,MIN_SECS_TOTAL
2839186,M. Townes Villar,981124,ALIMERKA OVIEDO BALONCESTO,PG,1,High Volume Scorer,https://imagenes.feb.es/Foto.aspx?c=2839186,21,19,26.6,16.1,0.8,4.3,5.1,4.0,1.1,0.2,0.7,3.4,2.0,4.2,2.9,18.0,3.7,7.5,49.7,1.7,4.1,40.7,3.7,4.9,75.7,58.8,53.7,35.4,42.4,19.8,11.4,64.2,58.8,19.8,3.7,42.4,29.5,339.0,107.0,83.0,23.0,5.0,71.0,377.0,78.0,157.0,35.0,86.0,78.0,103.0,558.5,33505.0
2815325,G. Parham Ii,981124,ALIMERKA OVIEDO BALONCESTO,PG,1,High Volume Scorer,https://imagenes.feb.es/Foto.aspx?c=2815325,25,17,25.6,13.2,0.5,2.1,2.6,2.6,0.5,0.1,0.3,2.0,1.9,2.7,5.0,11.0,2.9,5.6,51.4,1.7,5.2,32.8,2.3,2.8,82.6,54.8,50.4,48.3,25.5,14.5,7.8,65.9,53.5,14.7,2.4,25.9,24.5,330.0,65.0,65.0,13.0,2.0,51.0,276.0,72.0,140.0,43.0,131.0,57.0,69.0,639.6,38367.0
2822575,D. Duscak,981124,ALIMERKA OVIEDO BALONCESTO,PG,1,Offensive Engine,https://imagenes.feb.es/Foto.aspx?c=2822575,25,5,21.2,7.1,0.5,1.5,2.0,3.7,1.3,0.0,0.2,1.4,2.9,4.0,3.4,8.9,0.8,2.2,33.9,1.3,3.8,34.0,1.7,2.6,67.2,49.7,44.7,62.7,42.7,16.8,5.5,65.9,50.1,17.0,3.1,40.0,18.4,177.0,50.0,93.0,33.0,0.0,36.0,223.0,19.0,56.0,32.0,94.0,43.0,64.0,529.0,31729.0
1978545,R. Lobaco Muñoz,981124,ALIMERKA OVIEDO BALONCESTO,SG,2,Shooter Specialist,https://imagenes.feb.es/Foto.aspx?c=1978545,22,19,28.3,12.1,1.4,3.3,4.6,1.2,1.0,0.4,0.0,1.3,2.3,2.5,4.5,12.3,1.5,3.0,52.3,2.4,6.3,37.4,1.9,2.4,79.2,58.5,54.9,68.1,26.0,11.3,8.7,76.9,59.5,11.7,5.9,27.2,18.9,266.0,102.0,26.0,21.0,9.0,29.0,271.0,34.0,65.0,52.0,139.0,42.0,53.0,622.0,37324.0
1821152,P. Gonzalez Longarela,981124,ALIMERKA OVIEDO BALONCESTO,SG,2,3&D Wing,https://imagenes.feb.es/Foto.aspx?c=1821152,11,1,7.8,2.4,0.5,0.6,1.1,0.5,0.5,0.1,0.0,0.3,1.8,0.7,0.8,1.3,0.3,0.6,42.9,0.4,1.5,23.5,0.7,1.0,72.7,45.1,37.5,70.8,45.8,9.4,1.3,64.6,45.1,9.4,6.8,45.8,17.0,26.0,12.0,5.0,5.0,1.0,3.0,14.0,3.0,7.0,4.0,17.0,8.0,11.0,86.2,5164.0
2735658,C. Hermanson,981124,ALIMERKA OVIEDO BALONCESTO,SF,3,3&D Wing,https://imagenes.feb.es/Foto.aspx?c=2735658,23,9,15.9,7.9,0.5,1.3,1.8,0.6,0.6,0.0,0.3,0.7,1.3,1.1,-1.8,4.7,0.9,2.0,46.7,1.6,5.4,29.8,1.2,1.6,75.7,48.8,45.3,73.4,21.9,8.4,4.0,71.0,48.9,8.8,3.8,21.0,25.1,181.0,41.0,14.0,13.0,1.0,17.0,108.0,21.0,45.0,37.0,124.0,28.0,37.0,365.1,21915.0
2822577,F. Copes,981124,ALIMERKA OVIEDO BALONCESTO,SF,3,3&D Wing,https://imagenes.feb.es/Foto.aspx?c=2822577,20,4,10.9,4.0,0.4,1.8,2.2,0.6,0.4,0.0,0.2,0.7,1.5,1.3,-1.2,3.6,1.0,2.2,43.2,0.4,1.1,31.8,1.0,1.6,62.5,49.3,44.7,33.3,48.5,14.9,2.2,56.1,49.3,14.9,4.4,48.5,19.8,79.0,43.0,13.0,7.0,0.0,14.0,72.0,19.0,44.0,7.0,22.0,20.0,32.0,218.3,13107.0
2819514,F. Nwaokorie,981124,ALIMERKA OVIEDO BALONCESTO,PF,4,3&D Wing,https://imagenes.feb.es/Foto.aspx?c=2819514,25,16,24.1,7.3,1.3,2.5,3.8,0.6,0.9,0.4,0.3,0.8,1.6,1.6,0.9,7.2,1.3,2.2,61.1,1.2,4.7,24.6,1.2,1.9,63.8,47.5,44.5,68.6,27.3,9.0,5.1,70.1,47.4,8.7,6.6,27.8,16.3,183.0,96.0,15.0,22.0,10.0,19.0,181.0,33.0,54.0,29.0,118.0,30.0,47.0,603.4,36217.0
1662155,R. Cosialls Borras,981124,ALIMERKA OVIEDO BALONCESTO,PF,4,Stretch Big,https://imagenes.feb.es/Foto.aspx?c=1662155,24,15,18.9,5.4,2.7,2.9,5.6,1.5,0.7,0.2,0.2,1.0,2.5,2.0,4.2,9.7,1.7,2.8,58.8,0.3,0.7,43.8,1.2,1.9,63.0,62.4,60.1,19.0,54.8,18.1,6.1,64.9,61.1,19.9,17.2,56.8,12.1,130.0,134.0,36.0,17.0,4.0,23.0,232.0,40.0,68.0,7.0,16.0,29.0,46.0,454.2,27252.0
1853585,A. Faure Ribes,981124,ALIMERKA OVIEDO BALONCESTO,C,5,Stretch Big,https://imagenes.feb.es/Foto.aspx?c=1853585,24,9,16.5,7.6,1.7,3.4,5.1,0.5,0.8,0.2,0.4,1.5,2.5,1.8,0.4,9.1,2.8,4.5,63.6,0.2,0.5,54.5,1.2,2.2,55.8,64.9,65.3,9.3,44.1,20.8,5.9,66.4,64.0,21.9,11.3,44.9,19.9,183.0,122.0,13.0,18.0,5.0,37.0,219.0,68.0,107.0,6.0,11.0,29.0,52.0,395.2,23717.0
