num,text,team,time,deleted,scoreA,scoreB,quarter,logo,idPlayer,idLicense,idTeam,action,logParam1,logParam2,logParam3,logParam4,logParam5,logParam6,logParam7,logParam8,logParam9,logParam10,Position
517,Fin del Cuarto 4,,00:00,,,,4,,,,,period,4,1,,,,,,,,,
516,(FLEXICAR FUENLABRADA) D. MANCHON CRESPO: ASISTENCIA (Asistencias: 1),2,00:02,,,,4,https://imagenes.feb.es/foto.aspx?c=1710454,1710454,10955251,981525,assist,00000000-0000-0002-0000-000002486326,10955251,,,,,,,,,
515,(FLEXICAR FUENLABRADA) P. RODRIGUEZ PASCUAL: TIRO DE 3 ANOTADO (Puntos: 3),2,00:02,,99,76,4,https://imagenes.feb.es/foto.aspx?c=1992879,1992879,10984072,981525,shoot,00000000-0000-0002-0000-000002486326,10984072,,1,1,3,,19,,,94.00564592424715|3.781172244747386
514,(MOVISTAR ESTUDIANTES) S. SALIN: TAPÓN (Tapones: 1),1,00:09,,,,4,https://imagenes.feb.es/foto.aspx?c=2815072,2815072,10895675,981431,blockshot,00000000-0000-0001-0000-000002486326,10895675,,,,,,,,,
513,(FLEXICAR FUENLABRADA) D. MANCHON CRESPO: TIRO DE 2 FALLADO,2,00:09,,,,4,https://imagenes.feb.es/foto.aspx?c=1710454,1710454,10955251,981525,shoot,00000000-0000-0002-0000-000002486326,10955251,,0,1,2,,27,,,90.83216207597702|43.357440778168204
512,(FLEXICAR FUENLABRADA) A. MURPHY: REBOTE (Rebotes: 5),2,00:17,,,,4,https://imagenes.feb.es/foto.aspx?c=2642637,2642637,10955256,981525,rebound,00000000-0000-0002-0000-000002486326,10955256,,,,,,,,,
511,(MOVISTAR ESTUDIANTES) S. SALIN: TIRO DE 3 FALLADO,1,00:17,,,,4,https://imagenes.feb.es/foto.aspx?c=2815072,2815072,10895675,981431,shoot,00000000-0000-0001-0000-000002486326,10895675,,0,1,3,,7,,,24.54160842662232|18.023588180763454
510,(MOVISTAR ESTUDIANTES) G. FILIPOVIC: REBOTE (Rebotes: 4),1,00:23,,,,4,https://imagenes.feb.es/foto.aspx?c=2524266,2524266,10895667,981431,rebound,00000000-0000-0001-0000-000002486326,10895667,,,,,,,,,
509,(FLEXICAR FUENLABRADA) A. MURPHY: TIRO DE 3 FALLADO,2,00:23,,,,4,https://imagenes.feb.es/foto.aspx?c=2642637,2642637,10955256,981525,shoot,00000000-0000-0002-0000-000002486326,10955256,,0,1,3,,16,,,72.91960449476157|21.678720389084102
508,(MOVISTAR ESTUDIANTES) J. VAULET: PÉRDIDA (Pérdidas: 2),1,00:41,,,,4,https://imagenes.feb.es/foto.aspx?c=2818741,2818741,10895670,981431,lose,00000000-0000-0001-0000-000002486326,0,,10895670,,,,,,,
507,(MOVISTAR ESTUDIANTES) J. VAULET: REBOTE (Rebotes: 11),1,00:48,,,,4,https://imagenes.feb.es/foto.aspx?c=2818741,2818741,10895670,981431,rebound,00000000-0000-0001-0000-000002486326,10895670,,,,,,,,,
506,(FLEXICAR FUENLABRADA) D. STOLBETSKIY: TIRO DE 2 FALLADO,2,00:48,,,,4,https://imagenes.feb.es/foto.aspx?c=2736363,2736363,10984427,981525,shoot,00000000-0000-0002-0000-000002486326,10984427,,0,1,2,,27,,,91.537376404613|45.500106973395376
505,(MOVISTAR ESTUDIANTES) J. VAULET: ASISTENCIA (Asistencias: 2),1,01:02,,,,4,https://imagenes.feb.es/foto.aspx?c=2818741,2818741,10895670,981431,assist,00000000-0000-0001-0000-000002486326,10895670,,,,,,,,,
504,(MOVISTAR ESTUDIANTES) S. SALIN: TIRO DE 2 ANOTADO (Puntos: 17),1,01:02,,99,73,4,https://imagenes.feb.es/foto.aspx?c=2815072,2815072,10895675,981431,shoot,00000000-0000-0001-0000-000002486326,10895675,,1,1,2,1,13,,,6.558533286424931|53.692645875412886
503,(MOVISTAR ESTUDIANTES) J. VAULET: REBOTE (Rebotes: 10),1,01:06,,,,4,https://imagenes.feb.es/foto.aspx?c=2818741,2818741,10895670,981431,rebound,00000000-0000-0001-0000-000002486326,10895670,,,,,,,,,
502,(FLEXICAR FUENLABRADA) D. STOLBETSKIY: TIRO DE 2 FALLADO,2,01:06,,,,4,https://imagenes.feb.es/foto.aspx?c=2736363,2736363,10984427,981525,shoot,00000000-0000-0002-0000-000002486326,10984427,,0,1,2,,20,,,94.5698186784498|76.25364219227595
501,(FLEXICAR FUENLABRADA) P. RODRIGUEZ PASCUAL: REBOTE (Rebotes: 1),2,01:14,,,,4,https://imagenes.feb.es/foto.aspx?c=1992879,1992879,10984072,981525,rebound,00000000-0000-0002-0000-000002486326,10984072,,,,,,,,,
500,(MOVISTAR ESTUDIANTES) L. GIOVANNETTI: TIRO DE 3 FALLADO,1,01:14,,,,4,https://imagenes.feb.es/foto.aspx?c=2433615,2433615,10895672,981431,shoot,00000000-0000-0001-0000-000002486326,10895672,,0,1,3,,7,,,23.554302878532955|12.099751183191636
499,(MOVISTAR ESTUDIANTES) H. LOPEZ BARRANTES: REBOTE (Rebotes: 1),1,01:18,,,,4,https://imagenes.feb.es/foto.aspx?c=2032354,2032354,10895668,981431,rebound,00000000-0000-0001-0000-000002486326,10895668,,,,,,,,,
