p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",6,00:06,,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,2094445,1,A. GONZÁLEZ PÉREZ,https://imagenes.feb.es/foto.aspx?c=2094445,MOVISTAR ESTUDIANTES
0,0,"0,0",2,3,"66,7",0,2,"0,0",2,5,"40,0",815,13:35,,0,0,0,0,1,1,0,0,2,,-4,3,0,1,1,4,0,0,2433615,6,L. GIOVANNETTI,https://imagenes.feb.es/foto.aspx?c=2433615,MOVISTAR ESTUDIANTES
1,1,"100,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",452,07:32,,0,0,0,0,0,0,1,1,0,,-9,3,1,0,1,3,0,0,2524266,8,G. FILIPOVIC,https://imagenes.feb.es/foto.aspx?c=2524266,MOVISTAR ESTUDIANTES
0,0,"0,0",0,0,"0,0",0,2,"0,0",0,2,"0,0",760,12:40,,0,0,0,0,1,1,0,0,0,,-6,-2,1,1,2,0,0,0,2815072,9,S. SALIN,https://imagenes.feb.es/foto.aspx?c=2815072,MOVISTAR ESTUDIANTES
2,2,"100,0",0,1,"0,0",2,3,"66,7",2,4,"50,0",1152,19:12,,1,0,0,0,5,5,2,2,1,,23,15,2,5,0,8,0,0,1517914,10,S. GARCIA CALVO,https://imagenes.feb.es/foto.aspx?c=1517914,MOVISTAR ESTUDIANTES
6,6,"100,0",5,6,"83,3",2,6,"33,3",7,12,"58,3",1737,28:57,,0,1,0,1,1,2,3,3,1,,21,27,9,2,2,22,1,1,2734234,11,J. GRANGER,https://imagenes.feb.es/foto.aspx?c=2734234,MOVISTAR ESTUDIANTES
0,0,"0,0",0,5,"0,0",6,7,"85,7",6,12,"50,0",1448,24:08,,2,0,0,1,0,1,3,1,1,,1,15,0,1,3,18,0,0,2818742,15,T. MC GREW,https://imagenes.feb.es/foto.aspx?c=2818742,MOVISTAR ESTUDIANTES
2,4,"50,0",2,2,"100,0",0,0,"0,0",2,2,"100,0",1050,17:30,,0,0,1,2,3,5,4,1,0,,7,8,1,5,5,6,0,0,2032354,19,H. LOPEZ BARRANTES,https://imagenes.feb.es/foto.aspx?c=2032354,MOVISTAR ESTUDIANTES
5,8,"62,5",3,5,"60,0",0,1,"0,0",3,6,"50,0",1082,18:02,,0,0,1,2,2,4,5,1,1,,11,14,1,4,1,11,1,0,2818741,22,J. VAULET,https://imagenes.feb.es/foto.aspx?c=2818741,MOVISTAR ESTUDIANTES
4,4,"100,0",4,4,"100,0",0,0,"0,0",4,4,"100,0",1218,20:18,,2,0,1,1,4,5,2,2,3,,14,21,3,5,4,12,1,0,2648543,24,L. NWOGBO,https://imagenes.feb.es/foto.aspx?c=2648543,MOVISTAR ESTUDIANTES
0,0,"0,0",3,5,"60,0",2,4,"50,0",5,9,"55,6",1585,26:25,,0,0,0,0,1,1,1,1,1,,21,7,1,1,4,12,1,0,2275135,29,P. GARINO GULLOTTA ,https://imagenes.feb.es/foto.aspx?c=2275135,MOVISTAR ESTUDIANTES
2,2,"100,0",2,2,"100,0",0,1,"0,0",2,3,"66,7",695,11:35,,0,0,0,1,1,2,2,0,1,,5,11,1,2,0,6,1,0,2790189,51,O. SILVERIO GRULLON,https://imagenes.feb.es/foto.aspx?c=2790189,MOVISTAR ESTUDIANTES
6,6,"100,0",1,2,"50,0",4,6,"66,7",5,8,"62,5",1594,26:34,,0,2,0,2,0,2,4,1,1,,-15,27,6,2,2,20,1,0,2814904,5,M. JACKSON,https://imagenes.feb.es/foto.aspx?c=2814904,GRUPO URETA TIZONA BURGOS
2,2,"100,0",1,2,"50,0",1,2,"50,0",2,4,"50,0",1139,18:59,,0,1,0,0,5,5,2,1,0,,8,10,2,5,3,7,0,0,2814906,8,F. TERINS,https://imagenes.feb.es/foto.aspx?c=2814906,GRUPO URETA TIZONA BURGOS
5,7,"71,4",2,4,"50,0",1,4,"25,0",3,8,"37,5",1235,20:35,,0,0,0,3,0,3,4,4,1,,-3,10,5,3,4,12,1,0,1787348,10,A. PARRADO CALABRIA,https://imagenes.feb.es/foto.aspx?c=1787348,GRUPO URETA TIZONA BURGOS
