p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
1,2,"50,0",1,2,"50,0",0,3,"0,0",1,5,"20,0",1021,17:01,,0,1,0,0,1,1,2,1,3,,-3,1,0,1,2,3,0,0,1869378,3,U. MENDICOTE RUBIO,https://imagenes.feb.es/foto.aspx?c=1869378,HLA ALICANTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",276,04:36,,0,0,0,0,0,0,0,1,0,,2,-1,1,0,1,0,0,0,2787126,4,S. CECCARDI,https://imagenes.feb.es/foto.aspx?c=2787126,HLA ALICANTE
1,1,"100,0",2,3,"66,7",0,3,"0,0",2,6,"33,3",1807,30:07,,0,0,0,2,8,10,2,0,3,,2,13,0,10,3,5,1,0,2734619,8,J. MWEMA,https://imagenes.feb.es/foto.aspx?c=2734619,HLA ALICANTE
0,0,"0,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",910,15:10,,2,0,0,2,5,7,1,2,0,,15,9,0,7,1,2,0,0,2818653,12,B. COULIBALY,https://imagenes.feb.es/foto.aspx?c=2818653,HLA ALICANTE
7,7,"100,0",4,7,"57,1",1,4,"25,0",5,11,"45,5",1490,24:50,,0,1,0,1,3,4,3,4,0,,-8,16,2,4,1,18,1,1,2433482,13,K. LARSEN,https://imagenes.feb.es/foto.aspx?c=2433482,HLA ALICANTE
0,0,"0,0",0,0,"0,0",0,2,"0,0",0,2,"0,0",262,04:22,,0,0,0,0,0,0,0,0,0,,3,-2,0,0,0,0,0,0,1997161,14,I. TAMBA VILLEN,https://imagenes.feb.es/foto.aspx?c=1997161,HLA ALICANTE
1,1,"100,0",1,3,"33,3",1,3,"33,3",2,6,"33,3",917,15:17,,0,0,0,1,1,2,1,0,0,,10,3,2,2,4,6,1,0,1676991,21,A. JORDA RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1676991,HLA ALICANTE
4,4,"100,0",2,4,"50,0",2,5,"40,0",4,9,"44,4",1436,23:56,,0,0,0,0,1,1,3,5,2,,5,10,3,1,3,14,0,0,2736303,22,J. WALKER,https://imagenes.feb.es/foto.aspx?c=2736303,HLA ALICANTE
0,0,"0,0",1,1,"100,0",1,3,"33,3",2,4,"50,0",1189,19:49,,0,0,0,0,3,3,1,2,0,,5,2,1,3,4,5,1,0,2817123,23,D. GEU,https://imagenes.feb.es/foto.aspx?c=2817123,HLA ALICANTE
2,2,"100,0",1,2,"50,0",2,2,"100,0",3,4,"75,0",1015,16:55,,0,0,0,0,2,2,1,0,1,,6,14,3,2,2,10,0,0,1381662,24,S. LLORENTE PAZ,https://imagenes.feb.es/foto.aspx?c=1381662,HLA ALICANTE
4,4,"100,0",4,5,"80,0",2,6,"33,3",6,11,"54,5",1677,27:57,,0,0,0,2,0,2,5,2,1,,-2,22,5,2,2,18,1,0,1285873,33,M. TORRES CUEVAS,https://imagenes.feb.es/foto.aspx?c=1285873,HLA ALICANTE
0,1,"0,0",4,5,"80,0",0,0,"0,0",4,5,"80,0",1110,18:30,,1,0,1,1,1,2,1,1,0,,11,5,1,2,5,8,0,0,2788739,1,L. SMITH,https://imagenes.feb.es/foto.aspx?c=2788739,FIBWI MALLORCA BASQUET PALMA 
