p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",3,5,"60,0",2,4,"50,0",5,9,"55,6",1607,26:47,,0,0,0,0,2,2,0,0,1,,5,15,4,2,0,12,1,0,2814904,5,M. JACKSON,https://imagenes.feb.es/foto.aspx?c=2814904,GRUPO URETA TIZONA BURGOS
0,0,"0,0",1,1,"100,0",3,5,"60,0",4,6,"66,7",1721,28:41,,0,0,0,1,2,3,2,2,0,,-7,11,1,3,2,11,1,0,2814906,8,F. TERINS,https://imagenes.feb.es/foto.aspx?c=2814906,GRUPO URETA TIZONA BURGOS
4,6,"66,7",1,4,"25,0",2,4,"50,0",3,8,"37,5",1133,18:53,,0,0,0,0,2,2,5,4,3,,-5,11,3,2,3,12,1,0,1787348,10,A. PARRADO CALABRIA,https://imagenes.feb.es/foto.aspx?c=1787348,GRUPO URETA TIZONA BURGOS
1,1,"100,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",770,12:50,,0,0,0,1,3,4,3,0,0,,10,8,1,4,3,3,0,0,1572466,13,R. VILA SOLEY,https://imagenes.feb.es/foto.aspx?c=1572466,GRUPO URETA TIZONA BURGOS
0,0,"0,0",0,2,"0,0",0,1,"0,0",0,3,"0,0",714,11:54,,0,0,0,0,2,2,1,0,0,,-5,-2,1,2,3,0,0,0,1808439,21,G. GIL GARCIA,https://imagenes.feb.es/foto.aspx?c=1808439,GRUPO URETA TIZONA BURGOS
0,0,"0,0",2,3,"66,7",0,0,"0,0",2,3,"66,7",548,09:08,,0,0,0,1,0,1,1,1,0,,16,2,0,1,2,4,0,0,2138600,24,A. HUELVES GARCIA,https://imagenes.feb.es/foto.aspx?c=2138600,GRUPO URETA TIZONA BURGOS
0,0,"0,0",1,4,"25,0",3,4,"75,0",4,8,"50,0",906,15:06,,0,0,0,2,1,3,1,0,0,,-11,10,0,3,1,11,0,0,2736183,25,J. ZIDEK,https://imagenes.feb.es/foto.aspx?c=2736183,GRUPO URETA TIZONA BURGOS
2,2,"100,0",6,6,"100,0",0,0,"0,0",6,6,"100,0",1538,25:38,,1,0,0,3,5,8,3,0,0,,-21,22,0,8,4,14,1,0,2814907,31,J. BROWN-FERGUSON,https://imagenes.feb.es/foto.aspx?c=2814907,GRUPO URETA TIZONA BURGOS
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1879609,33,A. ALONSO CUEVAS,https://imagenes.feb.es/foto.aspx?c=1879609,GRUPO URETA TIZONA BURGOS
0,0,"0,0",0,4,"0,0",1,2,"50,0",1,6,"16,7",1458,24:18,,0,0,0,2,1,3,1,2,0,,-9,-1,0,3,1,3,1,0,1625687,35,R. SEOANE RODICIO,https://imagenes.feb.es/foto.aspx?c=1625687,GRUPO URETA TIZONA BURGOS
