p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",3,5,"60,0",4,5,"80,0",7,10,"70,0",1442,24:02,,0,0,0,0,0,0,2,1,1,,8,17,0,0,0,18,1,0,2814246,3,C. ROGERS,https://imagenes.feb.es/foto.aspx?c=2814246,CAJA RURAL CB ZAMORA
0,0,"0,0",2,2,"100,0",3,3,"100,0",5,5,"100,0",1282,21:22,,0,0,0,1,3,4,1,1,0,,22,17,0,4,0,13,0,1,2335424,4,J. ROUND,https://imagenes.feb.es/foto.aspx?c=2335424,CAJA RURAL CB ZAMORA
3,3,"100,0",3,5,"60,0",2,4,"50,0",5,9,"55,6",1140,19:00,,0,0,0,1,4,5,2,2,1,,2,19,4,5,2,15,0,0,1702420,9,J. PERIS CRESPO,https://imagenes.feb.es/foto.aspx?c=1702420,CAJA RURAL CB ZAMORA
3,5,"60,0",2,5,"40,0",0,0,"0,0",2,5,"40,0",1320,22:00,,1,0,0,1,6,7,3,1,0,,14,13,3,7,2,7,1,0,1890908,13,A. MARTINEZ CLARIANA,https://imagenes.feb.es/foto.aspx?c=1890908,CAJA RURAL CB ZAMORA
0,0,"0,0",1,1,"100,0",0,1,"0,0",1,2,"50,0",811,13:31,,0,0,1,1,2,3,0,1,0,,6,-1,0,3,4,2,0,0,2819218,14,D. KRISTENSEN,https://imagenes.feb.es/foto.aspx?c=2819218,CAJA RURAL CB ZAMORA
0,0,"0,0",3,6,"50,0",0,0,"0,0",3,6,"50,0",1103,18:23,,0,0,1,0,2,2,1,4,0,,9,1,2,2,3,6,1,0,2432888,15,O. LO       ,https://imagenes.feb.es/foto.aspx?c=2432888,CAJA RURAL CB ZAMORA
0,0,"0,0",0,1,"0,0",0,1,"0,0",0,2,"0,0",1312,21:52,,0,1,0,0,2,2,0,1,1,,17,4,6,2,2,0,1,0,1947677,17,T. NASPLER PERAIRE,https://imagenes.feb.es/foto.aspx?c=1947677,CAJA RURAL CB ZAMORA
3,5,"60,0",7,12,"58,3",0,0,"0,0",7,12,"58,3",1192,19:52,,1,0,2,4,6,10,3,0,1,,6,24,1,10,2,17,0,0,2335179,21,J. VAN ZEGEREN,https://imagenes.feb.es/foto.aspx?c=2335179,CAJA RURAL CB ZAMORA
3,5,"60,0",5,9,"55,6",0,0,"0,0",5,9,"55,6",1261,21:01,,0,1,1,0,5,5,4,1,0,,12,17,4,5,2,13,0,0,2814245,34,S. THRASTARSON,https://imagenes.feb.es/foto.aspx?c=2814245,CAJA RURAL CB ZAMORA
2,4,"50,0",2,8,"25,0",0,0,"0,0",2,8,"25,0",1087,18:07,,0,0,0,3,8,11,2,1,0,,15,11,1,11,0,6,1,0,2334629,55,J. PAUKSTÈ,https://imagenes.feb.es/foto.aspx?c=2334629,CAJA RURAL CB ZAMORA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1440545,78,A. BOUZAN CUMPLIDO,https://imagenes.feb.es/foto.aspx?c=1440545,CAJA RURAL CB ZAMORA
