p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
4,4,"100,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",646,10:46,,0,0,0,0,1,1,2,0,1,,10,12,4,1,2,6,0,0,2433193,1,M. SPEIGHT,https://imagenes.feb.es/foto.aspx?c=2433193,MONBUS OBRADOIRO
1,2,"50,0",0,0,"0,0",2,5,"40,0",2,5,"40,0",1193,19:53,,0,0,0,1,5,6,2,1,1,,15,11,0,6,0,7,0,0,2524084,5,R. ANDERSSON,https://imagenes.feb.es/foto.aspx?c=2524084,MONBUS OBRADOIRO
0,0,"0,0",2,2,"100,0",0,0,"0,0",2,2,"100,0",657,10:57,,0,0,0,1,0,1,0,0,1,,3,3,0,1,3,4,1,1,2219665,7,F. DOS ANJOS DE PAULA,https://imagenes.feb.es/foto.aspx?c=2219665,MONBUS OBRADOIRO
0,0,"0,0",0,0,"0,0",1,2,"50,0",1,2,"50,0",1028,17:08,,0,0,0,1,2,3,2,3,0,,4,8,6,3,2,3,1,0,2436780,9,L. WESTERMANN,https://imagenes.feb.es/foto.aspx?c=2436780,MONBUS OBRADOIRO
0,1,"0,0",6,8,"75,0",0,0,"0,0",6,8,"75,0",1108,18:28,,0,0,0,1,6,7,3,3,0,,18,15,0,7,1,12,0,0,2371461,11,D. KRAVIC,https://imagenes.feb.es/foto.aspx?c=2371461,MONBUS OBRADOIRO
1,2,"50,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",635,10:35,,0,0,0,0,2,2,2,0,0,,7,2,0,2,2,1,0,0,2082696,16,A. ETXEGUREN GONZALEZ,https://imagenes.feb.es/foto.aspx?c=2082696,MONBUS OBRADOIRO
3,3,"100,0",1,1,"100,0",2,8,"25,0",3,9,"33,3",1106,18:26,,0,0,0,1,1,2,2,1,0,,17,9,3,2,2,11,1,0,2524267,23,Y. BARRUETA,https://imagenes.feb.es/foto.aspx?c=2524267,MONBUS OBRADOIRO
0,0,"0,0",1,3,"33,3",2,5,"40,0",3,8,"37,5",1143,19:03,,0,0,0,0,1,1,1,1,0,,15,4,0,1,0,8,0,0,2528063,24,D. DE SOUSA ANJO BRITO,https://imagenes.feb.es/foto.aspx?c=2528063,MONBUS OBRADOIRO
6,6,"100,0",0,3,"0,0",0,1,"0,0",0,4,"0,0",1204,20:04,,0,1,0,0,1,1,4,0,4,,12,10,2,1,3,6,0,0,2220063,25,S. QUINTELA SALVADOR,https://imagenes.feb.es/foto.aspx?c=2220063,MONBUS OBRADOIRO
3,3,"100,0",3,5,"60,0",3,6,"50,0",6,11,"54,5",1462,24:22,,0,2,0,3,1,4,1,3,4,,18,19,1,4,1,18,1,0,2640794,28,A. BARCELLO,https://imagenes.feb.es/foto.aspx?c=2640794,MONBUS OBRADOIRO
4,4,"100,0",4,5,"80,0",0,3,"0,0",4,8,"50,0",782,13:02,,0,0,0,2,1,3,4,0,1,,15,14,0,3,2,12,0,0,2482605,29,K. LUNDQVIST,https://imagenes.feb.es/foto.aspx?c=2482605,MONBUS OBRADOIRO
0,0,"0,0",3,4,"75,0",1,4,"25,0",4,8,"50,0",1036,17:16,,0,0,0,0,3,3,1,3,0,,6,4,2,3,4,9,1,0,1836771,57,A. GALAN POZO ,https://imagenes.feb.es/foto.aspx?c=1836771,MONBUS OBRADOIRO
3,4,"75,0",1,3,"33,3",2,8,"25,0",3,11,"27,3",1973,32:53,,1,0,0,0,6,6,2,4,0,,-18,12,8,6,3,11,1,0,2736767,7,M. DIAZ,https://imagenes.feb.es/foto.aspx?c=2736767,FLEXICAR FUENLABRADA
7,10,"70,0",1,5,"20,0",2,7,"28,6",3,12,"25,0",1660,27:40,,1,0,0,0,2,2,5,3,1,,-17,10,2,2,1,15,1,1,2157874,8,V. ALVES BENITE ,https://imagenes.feb.es/foto.aspx?c=2157874,FLEXICAR FUENLABRADA
4,6,"66,7",2,2,"100,0",1,3,"33,3",3,5,"60,0",1875,31:15,,0,0,0,1,2,3,4,3,3,,-16,14,3,3,3,11,1,0,1710454,11,D. MANCHON CRESPO,https://imagenes.feb.es/foto.aspx?c=1710454,FLEXICAR FUENLABRADA
0,0,"0,0",0,0,"0,0",1,1,"100,0",1,1,"100,0",516,08:36,,0,0,0,1,1,2,0,0,0,,-18,2,0,2,3,3,0,0,2559072,12,P. SUÁREZ CUSTODIO,https://imagenes.feb.es/foto.aspx?c=2559072,FLEXICAR FUENLABRADA
1,2,"50,0",0,1,"0,0",1,3,"33,3",1,4,"25,0",543,09:03,,0,0,0,0,2,2,1,3,0,,-13,-3,0,2,3,4,0,0,1992879,15,P. RODRIGUEZ PASCUAL,https://imagenes.feb.es/foto.aspx?c=1992879,FLEXICAR FUENLABRADA
1,1,"100,0",3,5,"60,0",0,1,"0,0",3,6,"50,0",978,16:18,,0,0,0,0,0,0,1,1,0,,-13,0,0,0,4,7,0,0,2736363,21,D. STOLBETSKIY,https://imagenes.feb.es/foto.aspx?c=2736363,FLEXICAR FUENLABRADA
0,0,"0,0",0,1,"0,0",0,0,"0,0",0,1,"0,0",284,04:44,,0,0,0,0,2,2,0,0,0,,-1,0,0,2,1,0,0,0,2222612,23,A. GOMEZ FRAILE,https://imagenes.feb.es/foto.aspx?c=2222612,FLEXICAR FUENLABRADA
0,0,"0,0",1,2,"50,0",2,2,"100,0",3,4,"75,0",1036,17:16,,0,0,1,0,2,2,0,2,0,,-19,6,0,2,1,8,0,0,2820729,30,P. RIGOT,https://imagenes.feb.es/foto.aspx?c=2820729,FLEXICAR FUENLABRADA
0,2,"0,0",2,3,"66,7",1,3,"33,3",3,6,"50,0",1554,25:54,,1,0,0,2,4,6,3,0,1,,-13,12,0,6,1,7,1,0,2820728,35,J. BELEMENE-DZABATOU,https://imagenes.feb.es/foto.aspx?c=2820728,FLEXICAR FUENLABRADA
3,6,"50,0",0,3,"0,0",0,2,"0,0",0,5,"0,0",1581,26:21,,0,0,0,3,3,6,6,3,0,,-12,0,0,6,4,3,1,0,2820727,88,J. KASIBABU SHILALA,https://imagenes.feb.es/foto.aspx?c=2820727,FLEXICAR FUENLABRADA
