p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",2,3,"66,7",1,2,"50,0",3,5,"60,0",1058,17:38,,0,0,0,1,4,5,0,1,1,,0,9,0,5,1,7,0,0,2819338,3,K. SMITH,https://imagenes.feb.es/foto.aspx?c=2819338,CLOUD.GAL OURENSE BALONCESTO 
3,3,"100,0",4,8,"50,0",0,1,"0,0",4,9,"44,4",1206,20:06,,0,0,2,4,2,6,2,3,0,,0,8,0,6,3,11,1,0,2819330,9,C. OKANU,https://imagenes.feb.es/foto.aspx?c=2819330,CLOUD.GAL OURENSE BALONCESTO 
1,2,"50,0",3,5,"60,0",2,3,"66,7",5,8,"62,5",1340,22:20,,0,0,0,1,2,3,3,1,1,,3,17,5,3,3,13,0,0,1778999,10,I. VAZQUEZ PEREZ,https://imagenes.feb.es/foto.aspx?c=1778999,CLOUD.GAL OURENSE BALONCESTO 
2,4,"50,0",0,6,"0,0",0,1,"0,0",0,7,"0,0",1146,19:06,,0,1,0,0,3,3,4,2,0,,-1,-6,1,3,5,2,0,0,1886852,11,M. FERNANDEZ CARBALLO,https://imagenes.feb.es/foto.aspx?c=1886852,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",0,0,"0,0",1,1,"100,0",1,1,"100,0",573,09:33,,0,0,0,1,1,2,0,0,0,,-3,4,0,2,1,3,0,0,1765084,12,S. HUGUET CARRASCO,https://imagenes.feb.es/foto.aspx?c=1765084,CLOUD.GAL OURENSE BALONCESTO 
4,4,"100,0",1,3,"33,3",3,6,"50,0",4,9,"44,4",1739,28:59,,0,0,0,2,1,3,3,2,1,,2,15,4,3,4,15,1,0,2819327,22,G. KALSCHEUR,https://imagenes.feb.es/foto.aspx?c=2819327,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",1,1,"100,0",3,5,"60,0",4,6,"66,7",873,14:33,,0,0,0,0,2,2,3,0,0,,5,14,0,2,0,11,1,0,2819332,23,D. SARAIVA SEIXAS,https://imagenes.feb.es/foto.aspx?c=2819332,CLOUD.GAL OURENSE BALONCESTO 
1,3,"33,3",3,5,"60,0",1,2,"50,0",4,7,"57,1",1658,27:38,,0,0,0,2,3,5,4,0,0,,-2,11,1,5,4,10,1,0,2781800,24,S. MC DONNELL,https://imagenes.feb.es/foto.aspx?c=2781800,CLOUD.GAL OURENSE BALONCESTO 
4,4,"100,0",4,5,"80,0",2,8,"25,0",6,13,"46,2",1345,22:25,,0,1,0,0,0,0,3,1,1,,2,18,7,0,3,18,1,1,2650871,28,R. DIAS MARQUES LISBOA SANTOS,https://imagenes.feb.es/foto.aspx?c=2650871,CLOUD.GAL OURENSE BALONCESTO 
0,2,"0,0",3,4,"75,0",0,0,"0,0",3,4,"75,0",1062,17:42,,0,0,1,1,6,7,2,1,0,,9,7,0,7,4,6,0,0,2654188,35,R. GILL,https://imagenes.feb.es/foto.aspx?c=2654188,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",0,1,"0,0",0,3,"0,0",0,4,"0,0",1141,19:01,,0,0,0,0,2,2,3,3,1,,-4,2,3,2,0,0,0,0,2433193,1,M. SPEIGHT,https://imagenes.feb.es/foto.aspx?c=2433193,MONBUS OBRADOIRO
0,0,"0,0",1,1,"100,0",1,3,"33,3",2,4,"50,0",270,04:30,,0,0,1,0,0,0,0,0,0,,5,2,0,0,1,5,0,0,2524084,5,R. ANDERSSON,https://imagenes.feb.es/foto.aspx?c=2524084,MONBUS OBRADOIRO
3,4,"75,0",4,5,"80,0",0,0,"0,0",4,5,"80,0",1564,26:04,,0,0,4,3,5,8,8,2,0,,-2,21,0,8,2,11,1,0,2219665,7,F. DOS ANJOS DE PAULA,https://imagenes.feb.es/foto.aspx?c=2219665,MONBUS OBRADOIRO
4,6,"66,7",2,4,"50,0",3,5,"60,0",5,9,"55,6",1328,22:08,,0,0,0,0,3,3,3,0,0,,-5,22,9,3,4,17,1,1,2436780,9,L. WESTERMANN,https://imagenes.feb.es/foto.aspx?c=2436780,MONBUS OBRADOIRO
