p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,2,"0,0",4,6,"66,7",1,1,"100,0",5,7,"71,4",938,15:38,,0,0,1,5,1,6,1,1,1,,12,13,0,6,1,11,0,0,2819338,3,K. SMITH,https://imagenes.feb.es/foto.aspx?c=2819338,CLUB OURENSE BALONCESTO
5,5,"100,0",1,4,"25,0",0,0,"0,0",1,4,"25,0",863,14:23,,0,0,0,2,2,4,5,2,1,,17,9,2,4,5,7,0,0,2819330,9,C. OKANU,https://imagenes.feb.es/foto.aspx?c=2819330,CLUB OURENSE BALONCESTO
1,2,"50,0",3,3,"100,0",1,3,"33,3",4,6,"66,7",1092,18:12,,0,0,0,3,0,3,2,2,3,,3,18,6,3,1,10,0,0,1778999,10,I. VAZQUEZ PEREZ,https://imagenes.feb.es/foto.aspx?c=1778999,CLUB OURENSE BALONCESTO
3,4,"75,0",2,5,"40,0",0,1,"0,0",2,6,"33,3",943,15:43,,0,0,0,1,4,5,4,1,0,,1,9,0,5,1,7,0,0,1886852,11,M. FERNANDEZ CARBALLO,https://imagenes.feb.es/foto.aspx?c=1886852,CLUB OURENSE BALONCESTO
0,0,"0,0",1,2,"50,0",1,7,"14,3",2,9,"22,2",947,15:47,,0,0,0,3,1,4,0,0,0,,2,1,0,4,1,5,1,0,1765084,12,S. HUGUET CARRASCO,https://imagenes.feb.es/foto.aspx?c=1765084,CLUB OURENSE BALONCESTO
2,3,"66,7",2,5,"40,0",5,7,"71,4",7,12,"58,3",1343,22:23,,0,0,0,0,3,3,1,2,1,,10,17,3,3,4,21,1,0,2819327,22,G. KALSCHEUR,https://imagenes.feb.es/foto.aspx?c=2819327,CLUB OURENSE BALONCESTO
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",673,11:13,,0,0,0,0,1,1,0,1,0,,9,-3,0,1,3,0,0,0,2819332,23,D. SARAIVA SEIXAS,https://imagenes.feb.es/foto.aspx?c=2819332,CLUB OURENSE BALONCESTO
5,6,"83,3",3,3,"100,0",1,3,"33,3",4,6,"66,7",1463,24:23,,1,0,0,1,4,5,8,2,2,,13,25,1,5,1,14,1,0,2781800,24,S. MC DONNELL,https://imagenes.feb.es/foto.aspx?c=2781800,CLUB OURENSE BALONCESTO
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1863291,27,M. IGLESIAS FERNANDEZ,https://imagenes.feb.es/foto.aspx?c=1863291,CLUB OURENSE BALONCESTO
0,0,"0,0",2,4,"50,0",2,5,"40,0",4,9,"44,4",1187,19:47,,0,0,0,0,1,1,1,1,0,,20,11,6,1,1,10,1,1,2650871,28,R. DIAS MARQUES LISBOA SANTOS,https://imagenes.feb.es/foto.aspx?c=2650871,CLUB OURENSE BALONCESTO
2,4,"50,0",2,4,"50,0",0,0,"0,0",2,4,"50,0",1409,23:29,,2,0,2,2,5,7,2,0,0,,4,9,0,7,4,6,1,0,2654188,35,R. GILL,https://imagenes.feb.es/foto.aspx?c=2654188,CLUB OURENSE BALONCESTO
2,2,"100,0",1,5,"20,0",1,5,"20,0",2,10,"20,0",1142,19:02,,0,1,0,2,3,5,2,0,3,,24,7,1,5,3,7,0,0,2819335,41,C. JÜRGENS,https://imagenes.feb.es/foto.aspx?c=2819335,CLUB OURENSE BALONCESTO
0,0,"0,0",0,2,"0,0",1,4,"25,0",1,6,"16,7",1203,20:03,,0,1,0,2,1,3,0,3,1,,-11,-3,0,3,2,3,1,0,1878729,0,J. GODSPOWER JOHNSON,https://imagenes.feb.es/foto.aspx?c=1878729,MELILLA CIUDAD DEL DEPORTE
3,4,"75,0",4,5,"80,0",3,4,"75,0",7,9,"77,8",1577,26:17,,0,0,1,2,7,9,6,2,0,,-13,30,3,9,3,20,1,0,2451278,1,D. POIRIER,https://imagenes.feb.es/foto.aspx?c=2451278,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2814862,4,S. PENO,https://imagenes.feb.es/foto.aspx?c=2814862,MELILLA CIUDAD DEL DEPORTE
14,15,"93,3",5,8,"62,5",1,4,"25,0",6,12,"50,0",1522,25:22,,1,0,0,1,2,3,10,3,2,,-11,32,1,3,2,27,0,0,2819191,5,M. HERON,https://imagenes.feb.es/foto.aspx?c=2819191,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",3,7,"42,9",1,5,"20,0",4,12,"33,3",1538,25:38,,0,0,0,1,1,2,1,2,1,,-15,3,2,2,2,9,1,0,1677841,7,P. CORDOBA MURO,https://imagenes.feb.es/foto.aspx?c=1677841,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2734873,12,P. KRUTOUS,https://imagenes.feb.es/foto.aspx?c=2734873,MELILLA CIUDAD DEL DEPORTE
0,2,"0,0",0,2,"0,0",0,0,"0,0",0,2,"0,0",736,12:16,,0,1,0,3,5,8,1,0,0,,-7,2,0,8,3,0,0,0,2647156,21,L. DEBAUT,https://imagenes.feb.es/foto.aspx?c=2647156,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",1,3,"33,3",0,2,"0,0",1,5,"20,0",1442,24:02,,0,0,0,0,1,1,2,3,2,,-18,1,6,1,5,2,1,1,1251001,22,C. DIAZ RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1251001,MELILLA CIUDAD DEL DEPORTE
1,2,"50,0",0,4,"0,0",1,4,"25,0",1,8,"12,5",1662,27:42,,0,1,0,4,1,5,1,1,0,,-19,-1,1,5,3,4,1,0,2739848,23,R. STUMBRIS,https://imagenes.feb.es/foto.aspx?c=2739848,MELILLA CIUDAD DEL DEPORTE
