p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
6,8,"75,0",5,8,"62,5",2,2,"100,0",7,10,"70,0",1787,29:47,,2,2,0,0,8,8,6,5,1,,23,34,5,8,0,22,1,0,2839186,3,M. TOWNES VILLAR,https://imagenes.feb.es/foto.aspx?c=2839186,ALIMERKA OVIEDO BALONCESTO
4,4,"100,0",6,7,"85,7",1,2,"50,0",7,9,"77,8",1651,27:31,,0,0,3,1,6,7,2,1,2,,19,24,0,7,3,19,0,0,1853585,4,A. FAURE RIBES,https://imagenes.feb.es/foto.aspx?c=1853585,ALIMERKA OVIEDO BALONCESTO
1,1,"100,0",3,5,"60,0",1,3,"33,3",4,8,"50,0",941,15:41,,0,0,0,0,0,0,1,0,0,,3,6,0,0,1,10,0,0,2815325,5,G. PARHAM II,https://imagenes.feb.es/foto.aspx?c=2815325,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",2,3,"66,7",2,3,"66,7",4,6,"66,7",1390,23:10,,0,1,0,0,1,1,3,2,2,,17,18,9,1,3,10,0,0,2822575,7,D. DUSCAK,https://imagenes.feb.es/foto.aspx?c=2822575,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",0,1,"0,0",0,0,"0,0",0,1,"0,0",268,04:28,,0,0,0,0,0,0,0,1,0,,-3,-4,1,0,3,0,0,0,2822577,11,F. COPES,https://imagenes.feb.es/foto.aspx?c=2822577,ALIMERKA OVIEDO BALONCESTO
0,1,"0,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",319,05:19,,0,0,0,0,0,0,1,0,0,,9,3,1,0,0,2,0,0,2822578,14,D. SHELIST,https://imagenes.feb.es/foto.aspx?c=2822578,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",1,4,"25,0",3,6,"50,0",4,10,"40,0",1359,22:39,,0,0,0,0,2,2,1,0,2,,4,9,3,2,4,11,1,0,2735658,24,C. HERMANSON,https://imagenes.feb.es/foto.aspx?c=2735658,ALIMERKA OVIEDO BALONCESTO
1,2,"50,0",2,3,"66,7",1,4,"25,0",3,7,"42,9",1786,29:46,,2,0,1,0,2,2,2,0,0,,11,5,0,2,4,8,1,0,2819514,35,F. NWAOKORIE,https://imagenes.feb.es/foto.aspx?c=2819514,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",749,12:29,,0,0,0,1,0,1,0,0,0,,-1,0,0,1,1,0,1,0,1662155,41,R. COSIALLS BORRAS,https://imagenes.feb.es/foto.aspx?c=1662155,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",92,01:32,,0,0,0,0,0,0,0,0,1,,-2,0,0,0,0,0,0,0,1821152,44,P. GONZALEZ LONGARELA,https://imagenes.feb.es/foto.aspx?c=1821152,ALIMERKA OVIEDO BALONCESTO
6,7,"85,7",0,3,"0,0",3,7,"42,9",3,10,"30,0",1658,27:38,,1,0,0,1,6,7,4,1,0,,10,16,1,7,3,15,1,1,1978545,55,R. LOBACO MUÑOZ,https://imagenes.feb.es/foto.aspx?c=1978545,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",2,2,"100,0",0,1,"0,0",2,3,"66,7",1017,16:57,,0,0,0,1,1,2,2,5,0,,-6,5,5,2,2,4,0,0,2334516,2,J. POWELL,https://imagenes.feb.es/foto.aspx?c=2334516,GRUPO ALEGA CANTABRIA
