p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",3,9,"33,3",0,1,"0,0",3,10,"30,0",1525,25:25,,0,0,0,2,4,6,0,2,2,,11,6,4,6,3,6,1,0,2276415,2,A. WINTERING,https://imagenes.feb.es/foto.aspx?c=2276415,SÚPER AGROPAL PALENCIA
4,6,"66,7",1,3,"33,3",3,4,"75,0",4,7,"57,1",1711,28:31,,0,0,0,0,3,3,7,4,1,,15,14,0,3,3,15,1,0,2092465,6,T. BORG,https://imagenes.feb.es/foto.aspx?c=2092465,SÚPER AGROPAL PALENCIA
1,2,"50,0",1,3,"33,3",0,1,"0,0",1,4,"25,0",848,14:08,,0,1,0,1,1,2,1,1,0,,-2,-1,0,2,2,3,0,0,1750421,7,X. OROZ URIA,https://imagenes.feb.es/foto.aspx?c=1750421,SÚPER AGROPAL PALENCIA
7,9,"77,8",5,6,"83,3",3,4,"75,0",8,10,"80,0",1687,28:07,,0,1,0,0,2,2,10,0,1,,12,36,4,2,3,26,0,0,2533871,8,I. JAKOVICS,https://imagenes.feb.es/foto.aspx?c=2533871,SÚPER AGROPAL PALENCIA
1,3,"33,3",4,4,"100,0",0,0,"0,0",4,4,"100,0",1682,28:02,,0,0,0,1,0,1,3,0,1,,-5,10,0,1,2,9,1,0,2734950,9,M. KAMBA,https://imagenes.feb.es/foto.aspx?c=2734950,SÚPER AGROPAL PALENCIA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",234,03:54,,0,0,0,1,0,1,0,0,0,,-5,0,0,1,1,0,0,0,1376540,11,M. RODRIGUEZ BARRIENTOS,https://imagenes.feb.es/foto.aspx?c=1376540,SÚPER AGROPAL PALENCIA
4,5,"80,0",4,5,"80,0",0,4,"0,0",4,9,"44,4",1565,26:05,,0,0,0,2,3,5,4,0,0,,7,12,1,5,4,12,1,0,2640789,13,J. VRANKIC,https://imagenes.feb.es/foto.aspx?c=2640789,SÚPER AGROPAL PALENCIA
0,0,"0,0",0,2,"0,0",0,0,"0,0",0,2,"0,0",94,01:34,,0,0,0,1,0,1,0,0,0,,-3,-1,0,1,0,0,0,1,1382607,15,J. GONZALEZ CALVO,https://imagenes.feb.es/foto.aspx?c=1382607,SÚPER AGROPAL PALENCIA
2,2,"100,0",5,9,"55,6",0,0,"0,0",5,9,"55,6",1553,25:53,,0,2,1,3,2,5,1,1,1,,27,11,1,5,4,12,1,0,2818672,17,M. ARMUS,https://imagenes.feb.es/foto.aspx?c=2818672,SÚPER AGROPAL PALENCIA
0,0,"0,0",0,3,"0,0",0,0,"0,0",0,3,"0,0",722,12:02,,0,2,0,0,2,2,2,0,0,,-17,0,0,2,1,0,0,0,2738742,31,S. UGOCHUKWU,https://imagenes.feb.es/foto.aspx?c=2738742,SÚPER AGROPAL PALENCIA
